Id;Referencia;Nombre
1932;066454020;Lampara 4aa Bremen Cromo/blanco-plata 4xe14 Regx92x25 Cm
1940;066484420;Lampara 4x Bremen Cromo/bla-pl 4xe14 Regx60x60 Cm
1951;066594020;Colgante 35w 4000k Basilea Cromo Led Cristal 2900lm  Regx40d
1952;066653020;Lampara Serie Lausana Cromo 3xe14 Regx40
1953;066654020;Lampara 4aa Serie Lausana Cromo 4xe14 Regx92
1954;066654420;Lampara 4lp Serie Lausana Cromo 4xe14 Regx92
1955;066671020;Sobremesa Serie Lausana Cromo 1xe14 39x16
1957;066684420;Lampara 4x Serie Lausana Cromo 4xe14 Regx59
1958;066694020;Colgante 35w 4000k  Lausana Cromo Led Regx40d
1959;066753020;Lampara Serie Lucerna Cromo 3xe14 Regx40
1960;066754020;Lampara 4aa Serie Lucerna Cromo 4xe14 Regx92
1961;066754420;Lampara 4lp Serie Lucerna Cromo 4xe14 Regx92
1962;066771020;Sobremesa Serie Lucerna Cromo 1xe14 39x16
1963;066784020;Lampara 4dh Serie Lucerna Cromo 4xe14 Regx45
1964;066784420;Lampara 4x Serie Lucerna Cromo 4xe14 Regx59
1965;066794020;Colgante 35w 4000k Lucerna Cromo Led Cristal 2900lm Regx40d
1966;066853020;Lampara Serie Berna Cromo 3xe14 Regx40
1967;066854020;Lampara 4aa Serie Berna Cromo 4xe14 Regx92
1968;066854420;Lampara 4lp Serie Berna Cromo 4xe14 Regx92
1969;066871020;Sobremesa Serie Berna Cromo 1xe14 39x16
1970;066884020;Lampara 4dh Serie Berna Cromo 4xe14 Regx45
1971;066884420;Lampara 4x Serie Berna Cromo 4xe14 Regx59
1973;066953020;Lampara Serie Lugano Cromo 3xe14 Regx40
1974;066954020;Lampara 4aa Serie Lugano Cromo 4xe14 Regx92
1975;066954420;Lampara 4lp Serie Lugano Cromo 4xe14 Regx92
1976;066971020;Sobremesa Serie Lugano Cromo 1xe14 39x16
1977;066984020;Lampara 4dh Serie Lugano Cromo 4xe14 Regx45
1978;066984420;Lampara 4x Serie Lugano Cromo 4xe14 Regx59
1979;066994020;Colgante Lugano Cromo Led 35w 2900lm Cristal Regx40d
1980;067083601;Fluorescente Huerta Blanco C/tubo Led T8 2x9w 1600lm 13x65 6500k
1981;067183601;Fluorescente Elementos Blanco C/tubo Led T8 2x9w 1600lm 13x65 6400k
1982;068052001;Lampara Fuerteventura Cromo/blanco 2xe14 Regx40
1983;068052009;Lampara Fuerteventura Cromo/negro 2xe14 Regx40
1984;068053001;Lampara Fuerteventura Cromo/blanco 3xe14 Regx55
1985;068053009;Lampara Fuerteventura Cromo/negro 3xe14 Regx55
1986;068054001;Lampara Fuerteventura Cromo/blanco 4xe14 Regx75
1987;068054009;Lampara Fuerteventura Cromo/negro 4xe14 Regx75
1988;068061001;Aplique Fuerteventura Cromo/blanco 1xe14 14x22
1989;068061009;Aplique Fuerteventura Cromo/negro 1xe14 14x22
1990;068071001;Sobremesa Fuerteventura Cromo/blanco 1xe27 46x25
1991;068071009;Sobremesa Fuerteventura Cromo/negro 1xe27 46x25
1992;068153001;Lampara Tenerife Cromo/blanca 3xe14 50x38
1993;068153010;Lampara Tenerife Cromo/plata 3xe14 50x38
1994;068155001;Lampara Tenerife Cromo/blanca 5xe14 50x42
1995;068155010;Lampara Tenerife Cromo/plata 5xe14 50x42
1996;068171001;Sobremesa Tenerife Cromo/blanca 1xe14 31x13
1997;068171010;Sobremesa Tenerife Cromo/plata 1xe14 31x13
1998;068241010;Pie Salon Tales Niquel/plata 1xe27 Art150 X Art87
1999;068271010;Sobremesa Tales Niquel/plata 1xe27 Art85 X Art50
2000;068341028;Pie Salon Pitagoras Niquel/gris 1xe27 Art150 X Artic 87
2001;068371028;Sobremesa Pitagoras Niquel/gris 1xe27 Art85 X Art50
2002;068452001;Lampara Lanzarote Blanca 2xe27 (regx85)
2004;068452015;Lampara Lanzarote Topo 2xe27 (regx85)
2006;068453001;Lampara Lanzarote Blanco 3xe27 (regx110)
2007;068453002;Lampara Lanzarote Marron 3xe27 (regx110)
2008;068453015;Lampara Lanzarote Topo 3xe27 (regx110)
2009;068453028;Lampara Lanzarote Gris 3xe27 (regx110)
2010;068461001;Aplique Lanzarote Blanco 1xe14 23x16
2011;068461002;Aplique Lanzarote Marron 1xe14 23x16
2012;068461015;Aplique Lanzarote Topo 1xe14 23x16
2013;068461028;Aplique Lanzarote Gris 1xe14 23x16
2014;068471001;Sobremesa Lanzarote Blanco 1xe14 39x16
2018;068494001;Colgante Lanzarote Blanco 2xe27 Regx40d
2019;068494002;Colgante Lanzarote Marron 2xe27 Regx40d
2020;068494015;Colgante Lanzarote Topo 2xe27 Regx40d
2021;068494028;Colgante Lanzarote Gris 2xe27 Regx40d
2022;068495001;Colgante Lanzarote Blanco 2xe27 Regx50d
2023;068495002;Colgante Lanzarote Marron 2xe27 Regx50d
2024;068495015;Colgante Lanzarote Topo 2xe27 Regx50d
2025;068495028;Colgante Lanzarote Gris 2xe27 Regx50d
2028;068971008;Sobremesa Boton Turquesa 1xe14 38x16d
2035;068993515;Colgante Boton Piedra 1xe27 Regx35d
2038;1.423/35-BLANCO;Colgante Planetario Doble Cilind Bl/bl 2xe27 (regx35)
2039;1.423/35-MARRON;Colgante Planetario Doble Cilind Marron/bl 2xe27 (regx35)
2040;1.423/35-NEGRO;Colgante Planetario Doble Cilind Negro/bl 2xe27 (regx35)
2041;1.423/35-ROJO;Colgante Planetario Doble Cilind Rojo/bl 2xe27 (regx35)
2042;1.423/50-BLANCO;Colgante Planetario Doble Cilind Bl/bl 2xe27 (regx50)
2043;1.423/50-MARRON;Colgante Planetario Doble Cilind Marron/bl 2xe27 (regx50)
2044;1.423/50-NEGRO;Colgante Planetario Doble Cilind Negro/bl 2xe27 (regx50)
2045;1.423/50-ROJO;Colgante Planetario Doble Cilind Rojo/bl 2xe27 (regx50)
2057;1.523/2-BLANCO;Lampara Planetario Cromo/blanco 2xe14 (62x43)
2061;1.523/3-BLANCO;Lampara Planetario Cromo/blanco 3xe14 (62x68)
2064;1.523/4-BLANCO;Lampara Planetario Cromo/blanco 4xe14 (54x61)
2065;1.523/4-MARRON;Lampara Planetario Cromo/marron 4xe14 (54x61)
2069;1.531/2-NEGRA;Lampara 2l E14 Pantalla Red. Negra (62x43)
2071;1.531/3-NEGRA;Lampara 3l E14 Pantalla Red. Negra (62x68)
2073;1.531/4-NEGRA;Lampara 4l Pantalla Red. Negra (54x61)
2084;1.631/1-NEGRA;Aplique 1l E14 Pantalla Red. Negra (23x22)
2092;1.704/GRANDE-BEIS;Sobremesa Grande 1l E27 Pantalla Beis (60x35)
2094;1.723/1-BLANCO.;Sobremesa Planetario Cilind. Blanco (29x13)
2095;1.723/1-MARRON.;Sobremesa Planetario Cilind. Marron (29x13)
2096;1.723/1-NEGRO.;Sobremesa Planetario Cilind. Negro (29x13)
2097;1.723/1-ORO.;Sobremesa Planetario Cilind. Oro (29x13)
2098;1.723/1-PLATA.;Sobremesa Planetario Cilind. Plata (29x12)
2099;1.723/1-ROJO.;Sobremesa Planetario Cilind. Rojo (29x13)
2100;1.723/BLANCO-ALTO;Sobremesa Planetario Cromo/blanco 1xe14 (39x16)
2105;1.731/1-NEGRA;Sobremesa 1l E14 Pantalla Red. Negra (39x16)
2106;1.732/1-NEGRO;Sobremesa 1l. E14 Pantalla Cuadr Negro (39x16)
2107;1.763/1;Sobremesa Niquel 1xe14 C/tulipa Blanca 34x13
2108;1.780/PEQ-BERENJEN;Sobremesa Curvo Niquel 1l C/tulipa Peq Berenjena 34x13
2109;1.780/PEQ-BLANCO;Sobremesa Curvo Niquel 1l C/tulipa Peq Blanco 34x13
2110;1.780/PEQ-LILA;Sobremesa Curvo Niquel 1l C/tulipa Peq Lila 34x13
2111;1.780/PEQ-NARANJA;Sobremesa Curvo Niquel 1l C/tulipa Peq Naranja 34x13
2112;1.780/PEQ-NEGRO;Sobremesa Curvo Niquel 1l C/tulipa Peq Negra
2113;1.780/PEQ-ROJO;Sobremesa Curvo Niquel 1l C/tulipa Peq Rojo 34x13
2114;1.780/PEQ-VERDE;Sobremesa Curvo Niquel 1l C/tulipa Peq Verde 34x13
2120;1.923/35-BLANCO.;Colgante Planetario Cilind. Blanc (regx35) 1xe27
2123;1.923/35-PLATA;Colgante Planetario Cilind. Plata (regx35) 1xe27
2126;1.923/50-BLANCO.;Colgante Planetario Cilind. Bl (regx50) 1xe27
2127;1.923/50-MARRON;Colgante Planetario Cilind. Marron (regx50) 1xe27
2128;1.923/50-NEGRO.;Colgante Planetario Cilind.negro(regx50) 1xe27
2131;1.931/35-NEGRA;Colgante 1l E27 Pantalla Red. Negra (35xreg)
2133;1.931/50-NEGRA;Colgante 1l E27 Pantalla Red. Negra (50xreg)
2142;1.963/30.;Colgante Bola Blanca Mate Regx30
2159;1.980/30-BERENJEN.;Colgante Bola Grand Bere Rayada (regx30)
2160;1.980/30-BLANCO.;Colgante Bola Grand Blanc Rayada (regx30)
2161;1.980/30-LILA.;Colgante Bola Grande Lila Rayado (regx30)
2162;1.980/30-NARANJA.;Colgante Bola Grand Nar. Rayado (regx30)
2163;1.980/30-ROJO.;Colgante Bola Grande Rojo Rayada (regx30)
2164;1.980/30-VERDE.;Colgante Bola Grand Verd Rayada (regx30)
2165;161001028;Bombilla Halog. Ahorro Gu10 Dicroica 28w
2166;161001040;Bombilla Halog. Ahorro Gu10 40w Dicroica 
2167;181027028;Bombilla Halog.ahorro E27 Stand.28w Clara
2168;181027042;Bombilla Halog.ahorro E27 Stand. 42w Clara
2169;181027052;Bombilla Halog.ahorro E27 Stand. 52w Clara
2170;181027070;Bombilla Halog.ahorro E27 Stand. 70w Clara
2171;181027105;Bombilla Halog.ahorro E27 Stand. 105w Clara
2172;182014028;Bombilla Halog.ahorro E14 Esferica 28w Clara
2173;182014042;Bombilla Halog.ahorro E14 Esferica 42w Clara
2174;182027028;Bombilla Halog.ahorro E27 Esferica 28w Clara
2175;182027042;Bombilla Halog.ahorro E27 Esferica 42w Clara
2176;183014028;Bombilla Halog.ahorro E14 Vela 28w Clara
2177;183014042;Bombilla Halog.ahorro E14 Vela 42w Clara
2180;192001020;Bombilla Halog.ahorro G9  20w  Clara 13x41  220lm  2800k
2181;192001033;Bombilla Halog.ahorro G9  33w  Clara14,1x1,3 cm  410lm  2800k
2182;193007080;Bombilla Halog. 78 Mm Ahorro Lineal 80w Clara
2183;193007120;Bombilla Halog. 78 Mm Ahorro Lineal 120w Clara
2184;193007230;Bombilla Halog.118 Mm Ahorro Lineal 230w Clara
2185;193007400;Bombilla Halog.118 Mm Ahorro Lineal 400w Clara
2186;193017120;Bombilla Halog. 118 Mm Ahorro Lineal 120w Clara
2187;2.644/GRANDE;Aplique Grande  Ext. 1xe27 Negro (67x28x40)
2193;2.744/1;Sobremuro Ext. 1xe27 Negro (50x19)
2194;2.744/FAROLA;Farola Exterior 1xe27 Negro (230x27)
2199;2.810/35-MARR/VERD;Colgante Doble 1l. Marron/verde Cilind (35/25/reg)
2210;2.910/50-BEIS/NEGR;Colgante 1l Beis/negro Cilindro (50xreg)
2211;2.944/GRANDE;Colgante Grande Ext. 1xe27 Negro (66x28)
2217;3.302/9-B;Bombilla Gx53 Eco 9w Luxdisk 4000k Blanca 
2218;3.318/11-C;Bombilla E27 Eco 11w Anti-mosquito Calida 
2219;3.321/10-CLARA;Bombilla G-4 Bipin 12v 10w Clara 3,8x1,2 cm 125lm  3000k
2220;3.321/20-CLARA;Bombilla G-4 Bipin 12v 20w Clara1.2x3.8  278lm  3000k
2221;3.323/50;Bombilla Dicroica Cubierta 12v-50w Gx5.3
2222;3.332/26-B;Bombilla Eco Bona-t Gx24q 3u 4 Pin 26w 4000k 
2223;3.333/9-C;Bombilla Eco. E-27 Bohemia Calida 2700k
2224;3.350;Tubo Recto Tri-phosphor De 18w G13 6400k 
2225;3.351;Tubo Recto Tri-phosphor De 30w G13 6400k
2226;3.352;Tubo Recto Tri-phosphor De 36w G13 6400k
2227;3.352/58;Tubo Recto Tri-phosphor De 58 W G-13 6400k
2228;3.353;Tubo Recto G11 36w Blanco (pl)
2230;3.354;Tubo Recto G11 55w Blanco (pl)
2231;3.354-SB;Tubo Recto G11 55w Superblanco (pl) 6400k
2232;3.355;Tubo Recto G24 2 Pin 26w Blanco (pl)
2235;3.355/13-C;Tubo Recto G24 2 Pin 13w 2700k Calida
2236;3.356/24;Tubo Fluorescente Recto T5-24w
2237;3.356/39;Tubo Fluorescente Recto T5-39w 6400k
2238;3.356/54;Tubo Fluorescente Recto T5-54w
2240;3.357-C;Tubo Recto G24 4 Pin 26w Calida 2700k (pl)
2242;3.357/13-B;Tubo Recto G24 4 Pin 13w Blanco 4000k 
2243;3.360;Tubo Circular T9 Tri-phosphor 22w G10q 6400k1200lm  D21
2244;3.361;Tubo Circular T9 Tri-phosphor 32w G10q 6400k2100lm  D30
2245;3.362;Tubo Circular T9 Tri-phosphor 40w G10q 6400k2800lm  D40.1
2246;3.375/9-B;Bombilla Eco.e14 Miniglobo 9w-4000k Bl
2247;3.376/20-B;Bombilla Eco.e27 Globo 20w-4000k Bl
2248;3.376/20-C;Bombilla Eco.e27 Globo 20w-2700k Cl
2249;3.376/24-B;Bombilla Eco.e27 Globo 24w-4000k Bl
2250;3.376/24-C;Bombilla Eco. E27 Globo 24w 2700k Ca
2252;3.376/8-C;Bombilla Eco.e27 Miniglobo 8w - 2700k Cal
2254;3.379/9-C;Bombilla Eco. E27 Extramini 9w Ca 2700k
2255;3.380/15-C;Bombilla Eco. E14-15w 2700k 3 U Calida
2256;3.380/9-C;Bombilla Eco.e14- 9w 2700k 3 U Calida
2260;3.382/20-B;Bombilla Economica E27 4u 20w Bl 4000k
2261;3.382/20-C;Bombilla Economica E27 4u 20w Cl 2700k
2262;3.382/36-C;Bombilla Eco E27 4u 36w Calida 2700k
2265;3.385/15-C;Bombilla Eco. E-14 Extramini 6u 15w 2700k C
2266;3.385/20-C;Bombilla Eco. E-14 Extramini 6u 20w 2700k C
2268;3.386/15-C;Bombilla Eco. E-27 Extramini 6u 15w 2700k C
2271;3.392/15-C;Bombilla Eco.e27-15w 2700k Miniespiral C
2272;3.392/20-B;Bombilla Eco. E27-20w 4000k Miniespiral B
2273;3.392/20-C;Bombilla Eco. E27-20w 2700k Miniespiral C
2275;3.392/40-C;Bombilla Eco. E27-40w 2700k Espiral Ca
2277;3.393/15-C;Bombilla Eco.e14-15w 2700k Miniespiral C
2278;3.393/20-B;Bombilla Eco. E14-20w 4000k Miniespiral B
2279;3.393/20-C;Bombilla Eco. E14-20w 2700k Miniespiral C
2282;3.395/9-B;Bomb.eco.e14-9w Superminiespiral 4000k
2283;3.395/9-C;Bomb.eco.e14-9w Superminiespiral 2700k
2285;3.396/11-C;Bomb.eco.e27-11w Superminiespiral 2700k
2286;3.396/9-B;Bomb.eco.e27-9w Superminiespiral 4000k
2287;3.396/9-C;Bomb.eco.e27-9w Superminiespiral 2700k
2294;3.836/20;Plafon Fluorescente Cristal 2x18w (70x27)
2295;3.836/30;Plafon Fluorescente Cristal 2x30w (100x24)
2298;309927018;Tubo Recto T8 Tri-phosphor 26mm G13 18w 60cm 2700k
2300;309927036;Tubo Recto T8 Tri-phosphor 26mm G13 36w 120cm 2700k
2302;309940030;Tubo Recto T8 Tri-phosphor 26mm G13 30w 90cm 4000k
2304;309940058;Tubo Recto T8 Tri-phosphor 26mm G13 58w 150cm 4000k
2308;338021013;Tubo Recto T5 G5 51.7 Cm Standard 13w 4000k
2310;338940014;Tubo Recto T5  G5  Alta Eficiencia 14w 4000k
2311;338964014;Tubo Recto T5 G5 54.9cm Alta Eficiencia 14w 6400k
2315;339940024;Tubo Recto T5 G5 54.9 Cm Alta Eficiencia 24w 4000k
2316;339940039;Tubo Recto T5 G5 84.9 Cm Alta Eficiencia 39w 4000k
2320;339964054;Tubo Recto T5 G5 114.9 Cm Alta Eficiencia 54w 6400k
2322;6.539/2-CUERO;Regleta Foco De 2xgu10 50w Cuero 11X37X14
2323;6.539/2-NIQ;Regleta Foco De 2xgu10 50w Niquel 11X37X14
2324;6.539/3-CUERO;Regleta Foco De 3xgu10 50w Cuero 11x50
2325;6.539/3-NIQ;Regletafoco  De 3xgu10 50w Niquel 11x50
2326;6.539/4-CUERO;Regleta Foco De 4xgu10 50w Cuero 13X65X13
2327;6.539/4-NIQ;Regleta Foco De 4xgu10 50w Niquel 11x65
2328;6.539/ESPIRAL-3-CU;Plafon Foco Espiral De 3lxgu10 50w Cuero 11x30
2329;6.539/ESPIRAL-3-NI;Plafon Foco Espiral De 3lxgu10 50w Niquel 11x30
2332;6.553/5;Lampara Forja Marron De 5 L. Ct
2333;6.554/3;Lampara Forja Napoles Marron De 3xe14 34x50
2334;6.554/5;Lampara Forja Napoles Marron 5xe14 REGx55x55
2335;6.654/1;Aplique Forja Napoles Marron 1xe14 15x34
2336;6.688/14;Aplique Cuña Niquel/acido Halog.1x78mm 5x15
2339;6.692/2-CUERO;Alumbracuadros 2 Luces En Cuero 39x25
2341;6.693/1-CUERO;Alumbracuadros 1 Luz En Cuero 8xreg.
2342;6.693/1-NIQUEL;Alumbracuadros 1 Luz En Niquel 8xreg.
2344;6.694/2-NIQUEL;Alumbracuadros 2 Luces En Niquel 30x12
2345;6.695/2-CUERO;Alumbracuadros 2 Luces En Cuero 35x20
2346;6.695/2-NIQUEL;Alumbracuadros 2 Luces En Niquel 35x20
2348;6.696/2-NIQUEL;Alumbracuadros 2 Luces En Niquel 38x25
2349;6.696/3-CUERO;Alumbracuadros 3 Luces En Cuero 60x27
2352;6.754/1;Sobremesa Forja Napoles Marrón 36x15x25
2353;6.825/110;Plafon Fluor.rectan.2xpl55w Niq.(73x25)
2354;6.825/144;Plafon Fluor.rectan.4xpl36w Niq.(103x25)
2355;6.839/1-BLANCO;Foco De 1l. Gu10 50w (8x6x12) Blanco Bomb. LED incl.
2356;6.839/1-CUERO;Foco De 1l. Gu10 50w (8x6x12) Cuero Bomb. LED incl.
2357;6.839/1-NIQUEL;Foco De 1l. Gu10 50w (8x6x12) Niquel Bomb. LED incl.
2358;6.839/2-BLANCO;Plafon Foco De 2l. Gu10 50w (12x17) Blanco Bomb. LED incl.
2359;6.839/2-CUERO;Plafon Foco De 2l. Gu10 50w (12x23x23) Cuero Bomb. LED incl.
2360;6.839/2-NIQUEL;Plafon Foco De 2l. Gu10 50w (12x23x23) Niquel Bomb. LED incl.
2361;6.839/3-BLANCO;Plafon Foco De 3l. Gu10 50w (13x27x27) Blanco Bomb. LED incl.
2362;6.839/3-CUERO;Plafon Foco De 3l. Gu10 50w (13x27x27) Cuero Bomb. LED incl.
2363;6.839/3-NIQUEL;Plafon Foco De 3l. Gu10 50w (13x27x27) Niquel Bomb. LED incl.
2364;6.839/4-BLANCO;Regleta Arco 4l.foco  Gu10 50w (111x70x14) Blanco...Bomb. LED incl
2365;6.839/4-CUERO;Regleta Arco 4l. Foco Gu10 50w (11x70x14) Cuero
2366;6.839/4-NIQUEL;Regleta arco 4l. Foco Gu10 50w (11x70x14) Niquel Bomb. LED incl
2371;6.842-BLANCO;Empotrable Cuad.1l.dic.gu10 Direc.blanco
2377;6.888/18;Plafon Redondo Niquel/acido 1xg-9 18d
2378;6.888/26;Plafon Redondo Niquel/acido 1xe-14 26d
2379;6.888/30;Plafon Redondo Niquel/acido 2xe-27 30d
2380;6.888/40;Plafon Redondo Niquel/acido 2xe27 40d
2381;6.939/2-BLANCO;Regleta Foco De 2l. Gu10 50w (8x28x13) Blanco BOMB. LED INCL.
2382;6.939/2-CUERO;Regleta Foco De 2l. Gu10 50w (9x28x13) Cuero BOMB. LED INCL.
2383;6.939/2-NIQUEL;Regleta Foco De 2l. Gu10 50w (9x28x13) Niquel BOMB. LED INCL.
2384;6.939/3-BLANCO;Regleta Foco De 3l. Gu10 50w (8x38x13) Blanco BOMB. LED INCL.
2385;6.939/3-CUERO;Regleta Foco De 3l. Gu10 50w (8x38x13) Cuero BOMB. LED INCL.
2386;6.939/3-NIQUEL;Regleta Foco De 3l. Gu10 50w (8x38x13) Niquel BOMB. LED INCL.
2387;6844-9S;Colgante  Planeta Cristal 1 Bola 9xgu10 86x120cm 
2389;700300013;Bombilla Kaleido Led 3.5w Vela E14 250 Lm 2700k Regulable 92x35d
2391;700401013;Bombilla Kaleido Led 3.5w Esferica E27 250 Lm 2700k Regulable 69x42d
2393;703281516;Bombilla Power Led Supreme Bi-pin G4 12v 1.5w Calida
2395;703301516;Bi-ping G4 12v Br. Power Led Supre 2,5w 1
2396;703301517;Bi-ping G4 12v Br. Power Led Supre 2,5w  4000k
2400;706272076;Bomb. E27 Smd Led Gls 230v 7w 600lm 2700k
2402;706301122;Bombilla Curvodo Led 6w Gls E27 610 Lm 4000k 
2403;706301123;Bombilla Curvodo Led 6w Gls E27 560 Lm 2700k
2404;706301142;Bombilla Curvodo Led 8w Gls E27 800 Lm 4000k
2405;706301143;Bombilla Curvodo Led 8w Gls E27 740 Lm 2700k
2406;706301162;Bombilla Curvodo Led 10w Gls E27 1070 Lm 4000k
2407;706301163;Bombilla Curvodo Led 10w Gls E27 990 Lm 2700k
2408;706302162;Bombilla Regulable Curvodo Led 10w Gls E27 950 Lm 4000k
2409;706302163;Bombilla Regulable Curvodo Led 10w Gls E27 880 Lm 2700k
2411;709241132;Bombilla Smd Led Bona-d G24d 2-pin 230v 13w 1230 
2413;710401107;Bombilla Smd Led Ar111 G53 12v 10w 1400cd 35º 4000
2418;720501032;Bombilla 2020 Led 4.5w Gu5.3 12v 330 Lm 4000k  40x50d
2419;720501033;Bombilla 2020 Led 4.5w Gu5.3 12v 300 Lm 2700k 40x50d
2420;720701032;R7s 118mm Led Dimmable 10w 950lm 4000k A+
2421;720701033;R7s 118mm Led Dimmable 10w 880lm 3000k A+ 
2422;721271076;Bombilla Smd Led Gls E27 230v 7w Calida
2423;721272076;Bombilla Smd Led Gls E27 230v 7w Calida Regulable
2424;722142046;Bombilla Smd Led Esferica 310lm E14 230v 3,5w Nueva Generacion 3000k
2425;722142047;Bombilla Smd Led Esferica 320lm E14 230v 3,5w Nueva Generacion 4000k 
2426;722143046;Bombilla E14 Smd Led Esferica 230v 4w 400lm 2700k
2428;722201163;Bombilla Led Esferica 5.5w E14 470 Lm 3000k Calida 80x45d
2430;722272046;Bombilla Smd Led Esferica 320 Lm E27 230v 3,5w Nueva Generacion 2700k
2432;722273046;Bombilla E27 Smd Led Esferica 230v 4w 400lm 2700k
2435;723143046;Bombilla Smd Led Vela 310 Lm E14 230v 4w Nueva Generacion 2700k
2437;723144046;Bombilla E14 Smd Led Vela 230v 4w 400lm 2700k
2441;727103137;Bombilla Power Led Classic Gu10 230v 5w 38º  Blanca
2442;727215132;Bombilla Megaled Gu10 5.5w 460 Cd 60º 4000k
2443;727215133;Bombilla Megaled Gu10 5.5w 430 Cd 60º 3000k
2444;728163135;Bombilla Gu 5,3 Classic 12v Dic.high Power Led 5w 6400k 
2445;728163136;Bombilla Gu 5,3 Classic 12v Dic.high Power Led 5w 2700k
2455;729530011;Tubo Led T8 Value 11w 800lm 60cm 6400k
2457;729536031;Tubo Led T8 Value 22w 1600lm 150cm 6400k
2458;730600253;Bombilla Smd Led Globo D60 E27 230v 2.5w Calida
2459;731950353;Bombilla Smd Led Globo D95 E27 230v 3.5w Calida
2460;731952402;Bombilla Smd Led Globo D95 E27 230v 4w 420 Lm 4000k Blanca
2462;731953502;Bombilla E27 Smd Led Globo D95 230v 5w 510lm 4000k
2470;732311242;Bombilla Led Smd Gu10 5.5w  4000k  56,5x50d
2471;732311243;Bombilla Led Smd Gu10 5.5w 3000k
2477;737101836;Led Skylense 6w Gu10 36º 900 Cd 500lm 3000k (6.8x5)
2478;737101837;Led Skylense 6w Gu10  36º 930cd 550lm 4000k (6.8x5)
2480;746092303;Bombilla G9 Truevision Led 230v 2w 200lm 3000k A++
2481;746200032;Led Truevision 7w Gu10 36º 880 Cd 450 Lm 4000k Regulable
2482;747101436;Power Led Supreme Gu10 230v 5w 38º Calida
2483;747101636;Power Led Supreme Gu10 230v 8w 38º Calida
2484;748161636;Bombilla Power Led Supreme Mr16 12v 8w 38º Calida
2486;750100013;Bombilla Value Led G9 2w 136 Lm 2700k 45x24d
2487;751275042;Bombilla Led Smd Standar  E27 5w 500 Lm 4000k Blanca
2488;751275043;Bombilla Led Smd Standar E27 5w 460 Lm 2700k Calida
2490;751275083;Bombilla Led Smd Standar E27 8,5w 800 Lm 2700k Calida
2493;758501032;Bomb. Smd Led Reflectora R50 E14 230v 2.5w 220 Lumenes 4000k Blanca
2494;758501033;Bomb. Smd Led Reflectora R50 E14 230v 2.5w 200 Lumenes 3000k Calida
2495;758502032;Bomb. Smd Led Reflectora R50 E14 230v 3.5w 320 Lumenes 4000k Blanca
2496;758502033;Bomb. Smd Led Reflectora R50 E14 230v 3.5w 300 Lumenes 3000k Calida
2497;759631052;Bomb. Smd Led Reflectora R63 E27 230v 4.5w 420 Lumenes 4000k Blanca
2498;759631053;Bomb. Smd Led Reflectora R63 E27 230v 4.5w 400 Lumenes 3000k Calida
2500;759632053;Bomb. Smd Led Reflectora R63 E27 230v 6w 550 Lumenes 3000k Calida
2501;760507062;Bomb. 6w 4000k Gu10 Led Plus 230v 100º 540l  5,3x5x5 cm.
2502;760522062;Bomb.7w 4000k Gu10 Focus Led 230v 36º 590l 59x50d
2503;760522063;Gu10 Focus Led 230v 7w 36º 570l 3000k 59x50d
2504;760524062;Bomb. 7w 4000k Gu10 Focus Led 230v 100º 590lm 59x50d
2505;760524063;Bomb. 7w 3000k Gu10 Focus Led 230v 100º 570l 59x50d
2508;762111122;Bombilla Led Vela Smd E14 4w 380 Lm 4000k Blanca
2511;762311113;Bombilla Led Esferica Smd E14 3w 250 Lm 2700k Calida
2513;762311123;Bombilla Led Esferica Smd E14 4w 350 Lm 2700k Calida
2515;762411113;Bombilla Led Esferica Smd E27 3w 250 Lm 2700k Calida
2516;762411122;Bombilla Led Esferica Smd E27 4w 380 Lm 4000k Blanca
2518;762431242;E14 Led Esfer. Value Plus 6,5w 650l 4000k
2520;762521143;Bombilla Led Value Plus Smd Gu10 4w 230v  350lm 3000k Br -a+
2523;762710072;Bombilla Led Smd Globo E27 13w 1300 Lm Blanca 133x95d
2524;763111133;Bombilla Led Filamento Standar E27 4w 470 Lm 2700k Calida 105x60d
2525;763111153;Bombilla Led Filamento Standar E27 6w 600 Lm  2700k Calida 105x60d
2526;763111173;Bombilla Led Filamento Standar E27 8w 790 Lm  2700k Calida 105x60d
2528;763411133;Bombilla Led Filamento Vela E14 4w 400 Lm 2700k Calida 80x45d
2529;763434133;Bombilla Led Vela Rizada E27 4w 450l 3000k 9x3,5d
2530;763435133;Bombilla Led Vela Rizada E14 4w 450l 3000k 9,6x3,5d
2531;763511113;Bombilla Led Filamento Esferica E27 2w 250 Lm  2700k Calida 77x45d
2532;763511133;Bombilla Led Filamento Esferica E27 4w 400 Lm 2700k Calida 77x45d
2533;763512113;Bombilla Led Filamento Esferica E14 2w 250 Lm 2700k Calida 80x45d
2535;764180021;Tubo T8 Led 9w 60cm Duramax 900lm 6400k
2538;8221-12;Colgante  Cristal Patricia 145x67d 12xgu10
2539;8221-14;Colgante  Cristal Patricia 170x86d 14xgu10
2544;9.814-BLANCO;Downlight Red.bco Baj/consu.1xe27-13w
2546;9.815-BLANCO;Downlight Red.bco Baj/consu.1xe27-15w
2547;9.815-NIQUEL;Downlight Red.niq. Baj/consu.1xe27-15w
2549;9.816-NIQUEL;Downlight Red.niq. Baj/consu.1xe27-20w
2550;9.908/3;Colgante Simon Wengue 3xe27 Regx37
2551;9.908/5;Colgante Simon Wengue 5xe27 Regx55
