Expiration Date,Calls,Calls Last Sale,Calls Net,Calls Bid,Calls Ask,Calls Volume,Calls IV,Calls Delta,Calls Gamma,Calls Open Interest,Strike,Puts,Puts Last Sale,Puts Net,Puts Bid,Puts Ask,Puts Volume,Puts IV,Puts Delta,Puts Gamma,Puts Open Interest
Fri Apr 21 2023,GOOGL230421C00094000,10.57,-0.055,0,0,5,0,0.9931,0.0044,116,94.00,GOOGL230421P00094000,0.01,-0.005,0,0,195,0.5715,-0.0071,0.0044,1347
Fri Apr 21 2023,GOOGL230421C00095000,9.07,-0.405,0,0,2131,0,0.9912,0.0058,15574,95.00,GOOGL230421P00095000,0.01,-0.005,0,0,2093,0.5194,-0.009,0.0059,20361
Fri Apr 21 2023,GOOGL230421C00096000,8.13,-0.345,0,0,7,0,0.9886,0.0079,236,96.00,GOOGL230421P00096000,0.01,-0.015,0,0,8,0.4919,-0.0116,0.0079,1294
Fri Apr 21 2023,GOOGL230421C00097000,7.25,-0.225,0,0,27,0,0.9848,0.011,486,97.00,GOOGL230421P00097000,0.01,-0.015,0,0,147,0.4376,-0.0154,0.011,2428
Fri Apr 21 2023,GOOGL230421C00098000,6.22,-0.255,0,0,4,0.4061,0.979,0.0159,687,98.00,GOOGL230421P00098000,0.01,-0.035,0,0,119,0.383,-0.0212,0.0159,4042
Fri Apr 21 2023,GOOGL230421C00099000,5.14,-0.56,0,0,6,0,0.9695,0.0238,575,99.00,GOOGL230421P00099000,0.03,-0.035,0,0,518,0.3546,-0.0307,0.0239,2572
Fri Apr 21 2023,GOOGL230421C00100000,4.31,-0.215,0,0,1387,0.4094,0.9529,0.0377,20778,100.00,GOOGL230421P00100000,0.05,-0.055,0,0,1364,0.3215,-0.0474,0.0378,14260
Fri Apr 21 2023,GOOGL230421C00101000,3,-0.625,0,0,128,0.2299,0.9204,0.0627,1291,101.00,GOOGL230421P00101000,0.09,-0.085,0,0,1241,0.2954,-0.08,0.0628,4453
Fri Apr 21 2023,GOOGL230421C00102000,2.33,-0.515,0,0,2973,0.2317,0.8535,0.1051,6100,102.00,GOOGL230421P00102000,0.17,-0.135,0,0,5731,0.2783,-0.1471,0.1054,7980
Fri Apr 21 2023,GOOGL230421C00103000,1.53,-0.475,0,0,3039,0.2666,0.7329,0.1598,5727,103.00,GOOGL230421P00103000,0.34,-0.195,0,0,6927,0.2619,-0.2682,0.1606,10936
Fri Apr 21 2023,GOOGL230421C00104000,0.95,-0.405,0,0,18413,0.256,0.5552,0.2009,8054,104.00,GOOGL230421P00104000,0.7,-0.185,0,0,6074,0.2501,-0.4471,0.2024,5115
Fri Apr 21 2023,GOOGL230421C00105000,0.45,-0.41,0,0,38084,0.2535,0.3564,0.19,59765,105.00,GOOGL230421P00105000,1.26,-0.135,0,0,3366,0.2497,-0.6477,0.1924,19768
Fri Apr 21 2023,GOOGL230421C00106000,0.21,-0.295,0,0,9691,0.2599,0.1975,0.1384,9220,106.00,GOOGL230421P00106000,1.97,-0.06,0,0,597,0.2296,-0.8091,0.1414,3864
Fri Apr 21 2023,GOOGL230421C00107000,0.11,-0.165,0,0,5532,0.2754,0.1037,0.0846,19016,107.00,GOOGL230421P00107000,2.88,0.09,0,0,381,0,-0.905,0.0878,3927
Fri Apr 21 2023,GOOGL230421C00108000,0.06,-0.095,0,0,4329,0.3031,0.0601,0.0507,16741,108.00,GOOGL230421P00108000,3.75,0.025,0,0,89,0,-0.9494,0.0535,3238
Fri Apr 21 2023,GOOGL230421C00109000,0.03,-0.055,0,0,1854,0.3287,0.0386,0.032,8015,109.00,GOOGL230421P00109000,4.92,0.27,0,0,8,0.361,-0.971,0.0344,596
Fri Apr 21 2023,GOOGL230421C00110000,0.03,-0.025,0,0,3004,0.3735,0.0262,0.0212,36077,110.00,GOOGL230421P00110000,5.55,-0.075,0,0,19,0.3615,-0.9833,0.0231,1816
Fri Apr 21 2023,GOOGL230421C00111000,0.01,-0.025,0,0,133,0.3842,0.0186,0.0146,9608,111.00,GOOGL230421P00111000,6.65,0.05,0,0,4,0.4114,-0.9907,0.0161,6
Fri Apr 21 2023,GOOGL230421C00112000,0.01,-0.015,0,0,340,0.431,0.0139,0.0105,4394,112.00,GOOGL230421P00112000,6.4,0,0,0,0,0.5695,-0.995,0.0118,25
Fri Apr 21 2023,GOOGL230421C00113000,0.01,-0.005,0,0,174,0.4768,0.0111,0.008,3444,113.00,GOOGL230421P00113000,9.5,0.875,0,0,2,0.6251,-0.9971,0.008,8
Fri Apr 28 2023,GOOGL230428C00094000,10.8,0,0,0,0,0.7073,0.9127,0.0192,133,94.00,GOOGL230428P00094000,0.33,-0.06,0,0,114,0.5035,-0.0878,0.0193,1061
