
Standard & Poors 500 Index,Last: 3860.8101,Change:  -59.7499
"Date: 15 de marzo de 2023, 11:55 GMT-4",Bid: 3859.6299,Ask: 3861.51,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Mar 23 2023,SPXW230323C03475000,0,0,388.4,396.1,0,0.4072,0.9601,0.0004,0,3475.00,SPXW230323P03475000,3.35,1.375,3.8,4,3,0.412,-0.0401,0.0004,143
Thu Mar 23 2023,SPXW230323C03500000,474.12,0,364.9,372.4,0,0.3938,0.9528,0.0004,1,3500.00,SPXW230323P03500000,4.6,2.25,4.5,4.8,45,0.4022,-0.0473,0.0004,554
Thu Mar 23 2023,SPXW230323C03525000,0,0,340.4,347.7,0,0.3912,0.944,0.0005,0,3525.00,SPXW230323P03525000,5.12,2.32,5.4,5.6,48,0.3933,-0.0562,0.0005,129
Thu Mar 23 2023,SPXW230323C03550000,0,0,316.4,323.7,0,0.3798,0.9333,0.0006,0,3550.00,SPXW230323P03550000,6.6,3.2,6.5,6.8,836,0.3854,-0.0669,0.0006,164
Thu Mar 23 2023,SPXW230323C03575000,355.77,0,293,300.1,0,0.3742,0.9203,0.0007,1,3575.00,SPXW230323P03575000,7.85,3.75,7.9,8.2,194,0.3764,-0.0798,0.0007,87
Thu Mar 23 2023,SPXW230323C03590000,0,0,279.7,286,0,0.3671,0.9114,0.0008,0,3590.00,SPXW230323P03590000,7.67,3.02,8.9,9.2,1,0.3715,-0.0888,0.0007,3
Thu Mar 23 2023,SPXW230323C03600000,0,0,269.8,276.6,0,0.3671,0.9049,0.0008,0,3600.00,SPXW230323P03600000,9.4,4.35,9.7,9.9,23,0.3688,-0.0953,0.0008,191
Thu Mar 23 2023,SPXW230323C03610000,0,0,261.1,267.4,0,0.3639,0.8979,0.0008,0,3610.00,SPXW230323P03610000,8.8,3.3,10.4,10.8,23,0.3656,-0.1023,0.0008,56
Thu Mar 23 2023,SPXW230323C03620000,0,0,252,258.6,0,0.3624,0.8904,0.0009,0,3620.00,SPXW230323P03620000,10.62,4.62,11.3,11.6,6,0.3632,-0.1098,0.0009,4
Thu Mar 23 2023,SPXW230323C03625000,255,0,247.7,253.6,0,0.3573,0.8864,0.0009,1,3625.00,SPXW230323P03625000,11.5,5.25,11.8,12.1,5,0.3613,-0.1137,0.0009,251
Thu Mar 23 2023,SPXW230323C03630000,250.6,0,243.2,249.1,0,0.3562,0.8824,0.001,1,3630.00,SPXW230323P03630000,11.95,5.4,12.2,12.5,17,0.3601,-0.1178,0.001,9
Thu Mar 23 2023,SPXW230323C03640000,0,0,234,240,0,0.3548,0.8738,0.001,0,3640.00,SPXW230323P03640000,12.8,5.65,13.2,13.5,11,0.3574,-0.1263,0.001,9
Thu Mar 23 2023,SPXW230323C03650000,0,0,224.8,231,0,0.3531,0.8647,0.0011,1,3650.00,SPXW230323P03650000,12.6,4.8,14.3,14.7,33,0.3544,-0.1354,0.0011,168
Thu Mar 23 2023,SPXW230323C03660000,224.18,0,216.4,222.1,0,0.3506,0.855,0.0011,1,3660.00,SPXW230323P03660000,14.28,5.73,15.5,15.8,1,0.3515,-0.1451,0.0011,26
Thu Mar 23 2023,SPXW230323C03665000,0,0,211.6,217.6,0,0.3491,0.85,0.0012,0,3665.00,SPXW230323P03665000,14.52,0,16.1,16.5,0,0.3501,-0.1502,0.0012,40
Thu Mar 23 2023,SPXW230323C03670000,0,0,207.8,213.3,0,0.3482,0.8447,0.0012,0,3670.00,SPXW230323P03670000,17.6,8.25,16.7,17.2,10,0.3488,-0.1554,0.0012,45
Thu Mar 23 2023,SPXW230323C03675000,0,0,203.5,209,0,0.3467,0.8394,0.0012,0,3675.00,SPXW230323P03675000,10.74,0,17.4,17.8,0,0.347,-0.1608,0.0012,234
Thu Mar 23 2023,SPXW230323C03680000,0,0,198.8,204.6,0,0.3451,0.8338,0.0012,0,3680.00,SPXW230323P03680000,17.67,7.47,18.1,18.5,10,0.3458,-0.1663,0.0012,104
Thu Mar 23 2023,SPXW230323C03685000,0,0,194.9,200.3,0,0.344,0.8281,0.0013,0,3685.00,SPXW230323P03685000,20.32,9.67,18.8,19.3,4,0.3444,-0.172,0.0013,25
Thu Mar 23 2023,SPXW230323C03690000,0,0,191,196.7,0,0.3407,0.8222,0.0013,0,3690.00,SPXW230323P03690000,19.07,7.92,19.5,19.9,18,0.3431,-0.1779,0.0013,9
Thu Mar 23 2023,SPXW230323C03695000,0,0,186.7,191.8,0,0.3409,0.8162,0.0013,0,3695.00,SPXW230323P03695000,0,0,20.3,20.7,0,0.3417,-0.1839,0.0013,2
Thu Mar 23 2023,SPXW230323C03700000,0,0,182.4,187.5,0,0.34,0.81,0.0014,0,3700.00,SPXW230323P03700000,20.55,8.3,21.1,21.6,19,0.3404,-0.1901,0.0014,501
Thu Mar 23 2023,SPXW230323C03705000,0,0,178.8,183.3,0,0.3382,0.8037,0.0014,0,3705.00,SPXW230323P03705000,20.92,8.17,21.9,22.4,5,0.3389,-0.1965,0.0014,11
Thu Mar 23 2023,SPXW230323C03710000,0,0,174.4,179.8,0,0.3356,0.7971,0.0014,0,3710.00,SPXW230323P03710000,22.51,9.26,22.8,23.2,20,0.3373,-0.203,0.0014,7
Thu Mar 23 2023,SPXW230323C03715000,0,0,170.1,175.3,0,0.3356,0.7904,0.0015,0,3715.00,SPXW230323P03715000,22.47,8.62,23.7,24.1,5,0.3361,-0.2097,0.0015,23
Thu Mar 23 2023,SPXW230323C03720000,0,0,165.7,170.8,0,0.3345,0.7836,0.0015,0,3720.00,SPXW230323P03720000,8.62,0,24.6,25.1,0,0.3347,-0.2166,0.0015,1136
Thu Mar 23 2023,SPXW230323C03725000,0,0,161.7,166.7,0,0.3329,0.7765,0.0015,0,3725.00,SPXW230323P03725000,28.65,13.4,25.5,26,1,0.3334,-0.2236,0.0015,71
Thu Mar 23 2023,SPXW230323C03730000,0,0,157.6,162.3,0,0.3317,0.7693,0.0016,0,3730.00,SPXW230323P03730000,26.34,10.39,26.5,26.9,40,0.332,-0.2309,0.0016,80
Thu Mar 23 2023,SPXW230323C03735000,0,0,154.1,159,0,0.3306,0.7619,0.0016,0,3735.00,SPXW230323P03735000,19.7,0,27.5,28,0,0.3306,-0.2383,0.0016,22
Thu Mar 23 2023,SPXW230323C03740000,0,0,150.2,155,0,0.3292,0.7543,0.0016,0,3740.00,SPXW230323P03740000,30.57,13.12,28.6,29,45,0.3293,-0.2459,0.0016,855
Thu Mar 23 2023,SPXW230323C03745000,149.81,-24.09,146,150.8,1,0.3277,0.7465,0.0017,1,3745.00,SPXW230323P03745000,31.72,13.57,29.6,30.2,1,0.3278,-0.2536,0.0017,20
Thu Mar 23 2023,SPXW230323C03750000,183.85,0,142.5,147.2,0,0.3266,0.7386,0.0017,16,3750.00,SPXW230323P03750000,29.82,10.67,30.8,31.2,28,0.3267,-0.2616,0.0017,176
Thu Mar 23 2023,SPXW230323C03755000,141.81,-23.69,138.7,143.3,1,0.3252,0.7305,0.0018,1,3755.00,SPXW230323P03755000,30.3,10.5,32,32.4,6,0.3254,-0.2697,0.0018,31
Thu Mar 23 2023,SPXW230323C03760000,136.91,0,135.5,139.2,0,0.3239,0.7222,0.0018,1,3760.00,SPXW230323P03760000,35.1,14.3,33.2,33.6,19,0.3238,-0.2779,0.0018,112
Thu Mar 23 2023,SPXW230323C03765000,0,0,131,135.4,0,0.3224,0.7137,0.0018,0,3765.00,SPXW230323P03765000,34.5,12.75,34.4,34.9,6,0.3226,-0.2864,0.0018,42
Thu Mar 23 2023,SPXW230323C03770000,141.67,0,128.1,131.5,0,0.3212,0.7051,0.0018,1,3770.00,SPXW230323P03770000,35.1,12.5,35.7,36.2,12,0.3212,-0.295,0.0018,28
Thu Mar 23 2023,SPXW230323C03775000,273.98,0,124,128,0,0.3198,0.6963,0.0019,33,3775.00,SPXW230323P03775000,36.4,12.8,37,37.6,7,0.3198,-0.3039,0.0019,178
Thu Mar 23 2023,SPXW230323C03780000,122.91,0,121.2,122,0,0.3187,0.6873,0.0019,1,3780.00,SPXW230323P03780000,36.2,11.6,38.4,38.8,16,0.3185,-0.3129,0.0019,48
Thu Mar 23 2023,SPXW230323C03785000,0,0,117.7,118.3,0,0.3174,0.6781,0.002,0,3785.00,SPXW230323P03785000,35.8,10,39.8,40.2,5,0.317,-0.322,0.002,31
Thu Mar 23 2023,SPXW230323C03790000,115.4,0,114.2,114.8,0,0.3159,0.6688,0.002,17,3790.00,SPXW230323P03790000,40.28,13.48,41.2,41.7,3,0.3157,-0.3314,0.002,119
Thu Mar 23 2023,SPXW230323C03795000,108.5,0,110.7,111.3,0,0.3146,0.6593,0.002,9,3795.00,SPXW230323P03795000,42.4,14.3,42.7,43.2,10,0.3142,-0.3409,0.002,8
Thu Mar 23 2023,SPXW230323C03800000,142.8,0,107.2,107.8,0,0.3131,0.6496,0.002,61,3800.00,SPXW230323P03800000,51.5,22.35,44.2,44.7,72,0.3128,-0.3506,0.002,345
Thu Mar 23 2023,SPXW230323C03805000,108.4,0,103.8,104.4,0,0.3117,0.6397,0.0021,9,3805.00,SPXW230323P03805000,24.8,0,45.8,46.3,0,0.3116,-0.3604,0.0021,33
Thu Mar 23 2023,SPXW230323C03810000,110.5,0,100.4,101,0,0.3104,0.6297,0.0021,12,3810.00,SPXW230323P03810000,44.9,13.25,47.4,47.9,5,0.3101,-0.3704,0.0021,87
Thu Mar 23 2023,SPXW230323C03815000,109.8,0,97.1,97.7,0,0.3088,0.6195,0.0021,10,3815.00,SPXW230323P03815000,49.9,16.95,49.1,49.6,1,0.3085,-0.3806,0.0021,44
Thu Mar 23 2023,SPXW230323C03820000,97.73,-17.57,93.8,94.4,2,0.3071,0.6092,0.0022,19,3820.00,SPXW230323P03820000,48.16,13.71,50.8,51.3,33,0.3071,-0.391,0.0022,84
Thu Mar 23 2023,SPXW230323C03825000,81.62,0,90.6,91.2,0,0.3059,0.5987,0.0022,109,3825.00,SPXW230323P03825000,52.2,16.45,52.6,53.1,13,0.3059,-0.4015,0.0022,232
Thu Mar 23 2023,SPXW230323C03830000,86.1,0,87.4,88,0,0.3044,0.588,0.0022,26,3830.00,SPXW230323P03830000,50,12.7,54.4,54.9,5,0.3042,-0.4121,0.0022,54
Thu Mar 23 2023,SPXW230323C03835000,87.1,0,84.3,84.8,0,0.3028,0.5772,0.0022,19,3835.00,SPXW230323P03835000,53.5,14.7,56.3,56.9,4,0.3028,-0.423,0.0022,19
Thu Mar 23 2023,SPXW230323C03840000,152.5,0,81.2,81.8,0,0.3013,0.5662,0.0022,16,3840.00,SPXW230323P03840000,58.4,18.1,58.1,58.7,2,0.3014,-0.4339,0.0022,64
Thu Mar 23 2023,SPXW230323C03845000,70.95,-26.85,78.2,78.8,2,0.2996,0.5551,0.0023,18,3845.00,SPXW230323P03845000,64.67,22.77,60.1,60.6,3,0.2997,-0.445,0.0023,29
Thu Mar 23 2023,SPXW230323C03850000,78.4,-16,75.2,75.8,14,0.2981,0.5439,0.0023,141,3850.00,SPXW230323P03850000,57,13.6,62.1,62.6,116,0.2982,-0.4563,0.0023,225
Thu Mar 23 2023,SPXW230323C03855000,80.5,0,72.3,72.8,0,0.2968,0.5325,0.0023,7,3855.00,SPXW230323P03855000,73.17,28.07,64.2,64.7,29,0.2965,-0.4677,0.0023,98
Thu Mar 23 2023,SPXW230323C03860000,72.69,-15.21,69.4,69.9,9,0.2952,0.521,0.0023,17,3860.00,SPXW230323P03860000,62.92,16.12,66.3,66.8,12,0.2949,-0.4792,0.0023,87
Thu Mar 23 2023,SPXW230323C03865000,63.14,-21.46,66.5,67.1,6,0.2934,0.5093,0.0023,30,3865.00,SPXW230323P03865000,66.91,18.16,68.4,69,4,0.2934,-0.4908,0.0023,42
Thu Mar 23 2023,SPXW230323C03870000,65,-16.5,63.8,64.3,4,0.2918,0.4975,0.0024,20,3870.00,SPXW230323P03870000,49,0,70.6,71.2,0,0.2918,-0.5026,0.0024,56
Thu Mar 23 2023,SPXW230323C03875000,63.7,-14.5,61,61.6,5,0.2904,0.4856,0.0024,82,3875.00,SPXW230323P03875000,71.58,19.13,72.9,73.5,7,0.2901,-0.5145,0.0024,69
Thu Mar 23 2023,SPXW230323C03880000,61.9,-13.4,58.4,58.9,9,0.2886,0.4736,0.0024,75,3880.00,SPXW230323P03880000,59.9,0,75.2,75.8,0,0.2884,-0.5265,0.0024,95
Thu Mar 23 2023,SPXW230323C03885000,56.9,-15.45,55.8,56.3,19,0.2869,0.4616,0.0024,35,3885.00,SPXW230323P03885000,73,16.65,77.6,78.2,4,0.2867,-0.5386,0.0024,52
Thu Mar 23 2023,SPXW230323C03890000,53,-16.4,53.2,53.7,8,0.2851,0.4494,0.0024,51,3890.00,SPXW230323P03890000,75.38,16.93,80,80.6,4,0.285,-0.5508,0.0024,49
Thu Mar 23 2023,SPXW230323C03895000,52.21,-14.29,50.7,51.2,2,0.2832,0.4371,0.0024,53,3895.00,SPXW230323P03895000,66.13,0,82.5,83.1,0,0.2834,-0.5631,0.0024,63
Thu Mar 23 2023,SPXW230323C03900000,49.42,-14.18,48.2,48.8,10,0.2818,0.4247,0.0024,134,3900.00,SPXW230323P03900000,83.35,20.7,85.1,85.6,2,0.2815,-0.5754,0.0024,260
Thu Mar 23 2023,SPXW230323C03905000,47.31,-13.59,45.9,46.4,2,0.2798,0.4123,0.0024,17,3905.00,SPXW230323P03905000,82.81,17.96,87.7,88.3,2,0.2797,-0.5878,0.0024,134
Thu Mar 23 2023,SPXW230323C03910000,45.8,-12.35,43.6,44.1,1,0.278,0.3998,0.0024,15,3910.00,SPXW230323P03910000,89.47,22.32,90.4,90.9,5,0.2777,-0.6003,0.0024,42
Thu Mar 23 2023,SPXW230323C03915000,59.2,0,41.2,41.8,0,0.2761,0.3873,0.0024,41,3915.00,SPXW230323P03915000,69.24,0,93.1,93.7,0,0.2763,-0.6128,0.0024,68
Thu Mar 23 2023,SPXW230323C03920000,42.03,-10.82,39,39.6,2,0.2744,0.3748,0.0024,32,3920.00,SPXW230323P03920000,94.89,22.99,95.9,96.5,4,0.2742,-0.6254,0.0024,66
Thu Mar 23 2023,SPXW230323C03925000,58.54,0,37,37.5,0,0.2726,0.3622,0.0024,37,3925.00,SPXW230323P03925000,95.68,21.28,98.8,99.4,3,0.2726,-0.6379,0.0024,23
Thu Mar 23 2023,SPXW230323C03930000,34.63,-13.22,34.9,35.4,1,0.271,0.3496,0.0024,41,3930.00,SPXW230323P03930000,63.4,0,101.6,102.4,0,0.2708,-0.6505,0.0024,52
Thu Mar 23 2023,SPXW230323C03935000,43.7,0,32.9,33.4,0,0.269,0.3371,0.0023,46,3935.00,SPXW230323P03935000,100.5,20.9,104.7,105.3,3,0.2688,-0.6631,0.0023,35
Thu Mar 23 2023,SPXW230323C03940000,54.75,0,31,31.5,0,0.2672,0.3245,0.0023,26,3940.00,SPXW230323P03940000,100.17,0,107.8,108.4,0,0.2671,-0.6756,0.0023,88
Thu Mar 23 2023,SPXW230323C03945000,52.5,0,29.2,29.6,0,0.2653,0.312,0.0023,19,3945.00,SPXW230323P03945000,63.77,0,108,112.9,0,0.2669,-0.6881,0.0023,18
Thu Mar 23 2023,SPXW230323C03950000,27.23,-11.42,27.4,27.8,14,0.2636,0.2996,0.0023,84,3950.00,SPXW230323P03950000,110.81,23.21,111.2,116.3,1,0.2645,-0.7006,0.0023,123
Thu Mar 23 2023,SPXW230323C03955000,29.4,-7.1,25.6,26.2,10,0.2618,0.2872,0.0022,39,3955.00,SPXW230323P03955000,67.9,0,113.7,119.5,0,0.2635,-0.7129,0.0022,20
Thu Mar 23 2023,SPXW230323C03960000,24.8,-9.6,24,24.5,1,0.2599,0.2749,0.0022,46,3960.00,SPXW230323P03960000,109.77,16.37,117.7,123.4,6,0.2612,-0.7252,0.0022,35
Thu Mar 23 2023,SPXW230323C03965000,24.4,-8,22.4,22.9,11,0.2582,0.2628,0.0022,69,3965.00,SPXW230323P03965000,76.01,0,120.6,126.4,0,0.2587,-0.7374,0.0022,33
Thu Mar 23 2023,SPXW230323C03970000,23.04,-7.41,20.9,21.3,13,0.2564,0.2507,0.0021,31,3970.00,SPXW230323P03970000,124.32,24.72,124.3,130,1,0.2569,-0.7494,0.0021,52
Thu Mar 23 2023,SPXW230323C03975000,20.22,-8.38,19.4,19.9,4,0.2547,0.2388,0.0021,77,3975.00,SPXW230323P03975000,82.47,0,127.8,133.9,0,0.255,-0.7613,0.0021,108
Thu Mar 23 2023,SPXW230323C03980000,19.84,-6.96,18,18.6,12,0.2527,0.2271,0.002,34,3980.00,SPXW230323P03980000,124.57,0,131,137.2,0,0.2534,-0.7731,0.002,103
Thu Mar 23 2023,SPXW230323C03985000,21.93,0,16.7,17.2,0,0.2509,0.2155,0.002,35,3985.00,SPXW230323P03985000,94.9,0,134.4,140.7,0,0.2516,-0.7846,0.002,132
Thu Mar 23 2023,SPXW230323C03990000,16.8,-6.6,15.5,15.9,3,0.249,0.2042,0.002,62,3990.00,SPXW230323P03990000,104.63,0,138.6,145,0,0.2498,-0.796,0.002,27
Thu Mar 23 2023,SPXW230323C03995000,37.5,0,14.3,14.7,0,0.2474,0.1931,0.0019,12,3995.00,SPXW230323P03995000,135.65,0,141.5,148.2,0,0.2491,-0.8071,0.0019,43
Thu Mar 23 2023,SPXW230323C04000000,14.31,-5.99,13.1,13.6,18,0.246,0.1822,0.0018,828,4000.00,SPXW230323P04000000,95.73,0,145.3,152.1,0,0.2475,-0.8179,0.0018,647
Thu Mar 23 2023,SPXW230323C04005000,12.6,-6.2,12.1,12.5,10,0.2442,0.1716,0.0018,46,4005.00,SPXW230323P04005000,70.76,0,150.5,156.2,0,0.2451,-0.8285,0.0018,57
Thu Mar 23 2023,SPXW230323C04010000,22.1,0,11.1,11.5,0,0.2423,0.1614,0.0017,81,4010.00,SPXW230323P04010000,68.05,0,153.1,160.1,0,0.2444,-0.8388,0.0017,111
Thu Mar 23 2023,SPXW230323C04015000,15.5,0,10.2,10.6,0,0.2407,0.1514,0.0017,80,4015.00,SPXW230323P04015000,156.35,26.15,157.9,164.9,1,0.2414,-0.8488,0.0017,9
Thu Mar 23 2023,SPXW230323C04020000,11.08,-3.87,9.3,9.6,3,0.2391,0.1417,0.0016,247,4020.00,SPXW230323P04020000,111.71,0,161.5,168.6,0,0.2399,-0.8584,0.0016,647
Thu Mar 23 2023,SPXW230323C04025000,9.2,-4.55,8.5,8.8,12,0.2374,0.1324,0.0016,109,4025.00,SPXW230323P04025000,157.01,19.16,165.6,172.8,3,0.2383,-0.8677,0.0016,60
Thu Mar 23 2023,SPXW230323C04030000,8.21,-4.49,7.7,8,1,0.2357,0.1235,0.0015,71,4030.00,SPXW230323P04030000,143.78,0,170.4,177.6,0,0.2375,-0.8767,0.0015,18
Thu Mar 23 2023,SPXW230323C04035000,8.1,-3.55,7,7.3,12,0.2344,0.1149,0.0014,166,4035.00,SPXW230323P04035000,120.9,0,174.5,181.5,0,0.2355,-0.8852,0.0014,91
Thu Mar 23 2023,SPXW230323C04040000,6.08,-4.57,6.4,6.6,9,0.2327,0.1067,0.0014,129,4040.00,SPXW230323P04040000,181.01,31.56,178.9,186.3,1,0.2353,-0.8934,0.0014,29
Thu Mar 23 2023,SPXW230323C04045000,5.23,-4.52,5.8,6,6,0.2315,0.099,0.0013,24,4045.00,SPXW230323P04045000,72.75,0,182.5,190,0,0.2362,-0.9012,0.0013,5
Thu Mar 23 2023,SPXW230323C04050000,5.5,-3.45,5.2,5.5,26,0.2298,0.0916,0.0012,288,4050.00,SPXW230323P04050000,185.85,28.15,186.9,194.6,2,0.2354,-0.9086,0.0012,81
Thu Mar 23 2023,SPXW230323C04055000,5.4,-2.75,4.7,5,1,0.2288,0.0846,0.0012,55,4055.00,SPXW230323P04055000,107.05,0,192.1,199.8,0,0.2315,-0.9155,0.0012,55
Thu Mar 23 2023,SPXW230323C04060000,3.82,-3.63,4.2,4.5,13,0.2274,0.078,0.0011,862,4060.00,SPXW230323P04060000,212.3,0,196.5,203.6,0,0.2303,-0.9221,0.0011,27
Thu Mar 23 2023,SPXW230323C04065000,4.35,-2.4,3.8,4,5,0.226,0.0719,0.001,165,4065.00,SPXW230323P04065000,94.3,0,201,208.4,0,0.2305,-0.9283,0.001,135
Thu Mar 23 2023,SPXW230323C04070000,4.05,-2.1,3.4,3.7,3,0.2249,0.0661,0.001,209,4070.00,SPXW230323P04070000,199.21,0,205.7,213.1,0,0.2297,-0.934,0.001,37
Thu Mar 23 2023,SPXW230323C04075000,3.55,-2.05,3.1,3.3,5,0.2241,0.0607,0.0009,81,4075.00,SPXW230323P04075000,208.5,29.3,210.2,217.3,3,0.2292,-0.9394,0.0009,41
Thu Mar 23 2023,SPXW230323C04080000,2.94,-2.11,2.8,2.95,48,0.224,0.0558,0.0009,142,4080.00,SPXW230323P04080000,79.1,0,214.8,222.1,0,0.2276,-0.9444,0.0009,16
Thu Mar 23 2023,SPXW230323C04085000,2.68,-1.92,2.5,2.7,26,0.2227,0.0511,0.0008,72,4085.00,SPXW230323P04085000,205.55,0,219.7,226.7,0,0.2271,-0.949,0.0008,9
Thu Mar 23 2023,SPXW230323C04090000,2.76,-1.39,2.25,2.45,20,0.2218,0.0469,0.0008,219,4090.00,SPXW230323P04090000,178.52,0,223.8,231.6,0,0.2279,-0.9533,0.0008,2
Thu Mar 23 2023,SPXW230323C04095000,2.44,-1.31,2.05,2.2,13,0.2209,0.043,0.0007,64,4095.00,SPXW230323P04095000,228,30.35,229.1,236.2,1,0.2293,-0.9572,0.0007,12
Thu Mar 23 2023,SPXW230323C04100000,1.87,-1.53,1.85,2,11,0.2207,0.0394,0.0007,1410,4100.00,SPXW230323P04100000,213.5,0,233.3,241.1,0,0.2288,-0.9608,0.0007,31
Thu Mar 23 2023,SPXW230323C04105000,1.95,-1.125,1.65,1.8,1,0.22,0.0361,0.0006,41,4105.00,SPXW230323P04105000,0,0,238.1,245.8,0,0.2278,-0.9641,0.0006,0
Thu Mar 23 2023,SPXW230323C04110000,1.75,-1,1.5,1.65,2,0.2202,0.0331,0.0006,97,4110.00,SPXW230323P04110000,215.06,0,243.5,250.7,0,0.2285,-0.9671,0.0006,26
Thu Mar 23 2023,SPXW230323C04120000,1.27,-0.98,1.2,1.35,15,0.2195,0.0278,0.0005,99,4120.00,SPXW230323P04120000,246.33,0,252.6,260.8,0,0.2305,-0.9723,0.0005,12
Thu Mar 23 2023,SPXW230323C04125000,1.3,-0.75,1.1,1.25,1,0.22,0.0256,0.0005,70,4125.00,SPXW230323P04125000,220.5,0,258,265.3,0,0.233,-0.9746,0.0005,5
Thu Mar 23 2023,SPXW230323C04130000,1.07,-0.78,1,1.15,5,0.2204,0.0236,0.0004,97,4130.00,SPXW230323P04130000,169.78,0,262.9,270.1,0,0.233,-0.9766,0.0004,1
Thu Mar 23 2023,SPXW230323C04140000,1.57,0,0.8,0.95,0,0.2202,0.02,0.0004,414,4140.00,SPXW230323P04140000,278.4,38.2,272.4,279.9,1,0.2348,-0.9801,0.0004,17
Thu Mar 23 2023,SPXW230323C04150000,1.37,0,0.65,0.8,0,0.2207,0.0172,0.0003,1550,4150.00,SPXW230323P04150000,265.56,0,282.1,289.8,0,0.2359,-0.983,0.0003,122
Thu Mar 23 2023,SPXW230323C04175000,0.82,0,0.4,0.55,0,0.2236,0.012,0.0002,1611,4175.00,SPXW230323P04175000,247.43,0,306.8,314.8,0,0.2426,-0.9881,0.0002,1
Thu Mar 23 2023,SPXW230323C04200000,0.35,-0.125,0.3,0.4,20,0.2298,0.0088,0.0002,212,4200.00,SPXW230323P04200000,212.37,0,331.6,339.4,0,0.253,-0.9913,0.0002,3
Thu Mar 23 2023,SPXW230323C04225000,0.37,0,0.2,0.3,0,0.235,0.0067,0.0001,337,4225.00,SPXW230323P04225000,0,0,356.9,364.2,0,0.2697,-0.9934,0.0001,0
Thu Mar 23 2023,SPXW230323C04250000,0.39,0,0.15,0.25,0,0.2428,0.0053,0.0001,48,4250.00,SPXW230323P04250000,259.66,0,381.5,389.2,0,0.2756,-0.9949,0.0001,1
Thu Mar 23 2023,SPXW230323C04300000,0.23,0,0.05,0.15,0,0.2518,0.0034,0.0001,343,4300.00,SPXW230323P04300000,383.5,0,431.8,439,0,0.3081,-0.9967,0.0001,3
Thu Mar 23 2023,SPXW230323C04400000,0.15,0,0.05,0.15,0,0.3004,0.0018,0,33,4400.00,SPXW230323P04400000,537.2,38.7,531.2,538.9,1,0.3581,-0.9984,0,1
Thu Mar 23 2023,SPXW230323C04500000,0.1,0,0.05,0.1,0,0.3386,0.001,0,10,4500.00,SPXW230323P04500000,446.79,0,631.1,639.2,0,0.4032,-0.9991,0,0
Thu Mar 23 2023,SPXW230323C04600000,0.08,0,0,0.05,0,0.3518,0.0006,0,1,4600.00,SPXW230323P04600000,0,0,731,738.6,0,0.4599,-0.9995,0,0
Thu Mar 23 2023,SPXW230323C04700000,0,0,0,0.05,0,0.3917,0.0004,0,0,4700.00,SPXW230323P04700000,0,0,830.9,838.5,0,0.5101,-0.9997,0,0
Thu Mar 23 2023,SPXW230323C04800000,0.05,0,0,0.05,0,0.4304,0.0003,0,1,4800.00,SPXW230323P04800000,809.09,0,930.8,938.5,0,0.5588,-0.9999,0,1
Thu Mar 23 2023,SPXW230323C05000000,0,0,0,0.05,0,0.505,0.0001,0,0,5000.00,SPXW230323P05000000,0,0,1130.5,1138.2,0,0.6455,-1,0,0
Thu Mar 23 2023,SPXW230323C05200000,0,0,0,0.05,0,0.5756,0.0001,0,0,5200.00,SPXW230323P05200000,0,0,1330.7,1338,0,0.7472,-1,0,0
Fri Mar 24 2023,SPXW230324C01200000,2782.28,0,2657.1,2665,0,0,1,0,1,1200.00,SPXW230324P01200000,0.05,0,0,0.05,0,2.056,0,0,124
Fri Mar 24 2023,SPXW230324C01400000,0,0,2457.4,2465.3,0,0,1,0,0,1400.00,SPXW230324P01400000,0,0,0,0.05,0,1.7919,-0.0001,0,0
Fri Mar 24 2023,SPXW230324C01600000,0,0,2257.7,2265.6,0,0,1,0,0,1600.00,SPXW230324P01600000,0.05,0,0,0.05,0,1.5634,-0.0001,0,10
Fri Mar 24 2023,SPXW230324C01800000,0,0,2058,2065.9,0,0,1,0,0,1800.00,SPXW230324P01800000,0.05,0,0,0.05,0,1.3617,-0.0002,0,193
Fri Mar 24 2023,SPXW230324C02000000,0,0,1858.3,1866.2,0,0,0.9999,0,0,2000.00,SPXW230324P02000000,0.05,0,0,0.05,0,1.1811,-0.0003,0,770
Fri Mar 24 2023,SPXW230324C02200000,0,0,1658.6,1666.5,0,0,0.9997,0,0,2200.00,SPXW230324P02200000,0.05,0.025,0,0.1,4,1.0664,-0.0005,0,2167
Fri Mar 24 2023,SPXW230324C02400000,0,0,1458.9,1466.5,0,0,0.9993,0,0,2400.00,SPXW230324P02400000,0.05,0,0.05,0.1,0,0.9373,-0.0009,0,380
Fri Mar 24 2023,SPXW230324C02600000,1511.23,0,1259.3,1267.1,0,0,0.9987,0,0,2600.00,SPXW230324P02600000,0.2,0.1,0.15,0.2,1,0.8448,-0.0015,0,1156
Fri Mar 24 2023,SPXW230324C02700000,0,0,1159.5,1166.8,0,0,0.9981,0,0,2700.00,SPXW230324P02700000,0.3,0.15,0.2,0.35,2,0.8018,-0.0021,0,1261
Fri Mar 24 2023,SPXW230324C02800000,0,0,1059.3,1067.1,0,0,0.9974,0,0,2800.00,SPXW230324P02800000,0.3,0.1,0.3,0.45,20,0.7487,-0.0028,0,1733
