
Standard & Poors 500 Index,Last: 3860.8101,Change:  -59.7499
"Date: 15 de marzo de 2023, 11:55 GMT-4",Bid: 3859.6299,Ask: 3861.51,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Mar 17 2023,SPXW230317C03805000,76.7,-27.95,75.7,76.8,13,0.3573,0.7101,0.0032,180,3805.00,SPXW230317P03805000,20.26,9.31,20.1,20.3,350,0.3585,-0.29,0.0032,790
Fri Mar 17 2023,SPX230317C03810000,91.66,0,68,69,0,0.3392,0.715,0.0035,2889,3810.00,SPX230317P03810000,17.44,8.19,17.4,17.8,125,0.3412,-0.2852,0.0035,4859
Fri Mar 17 2023,SPXW230317C03810000,69.5,-31,72,73,23,0.3551,0.6951,0.0033,194,3810.00,SPXW230317P03810000,21.53,9.78,21.4,21.7,362,0.3553,-0.305,0.0033,1180
Fri Mar 17 2023,SPX230317C03815000,64.4,-29.3,64.1,65.1,15,0.3361,0.6985,0.0037,1141,3815.00,SPX230317P03815000,15.9,5.95,18.6,19.1,1312,0.338,-0.3017,0.0037,6319
Fri Mar 17 2023,SPXW230317C03815000,74,-22.35,68.3,69.4,38,0.3527,0.6796,0.0034,89,3815.00,SPXW230317P03815000,22.46,9.86,22.7,23,1549,0.3529,-0.3206,0.0034,677
Fri Mar 17 2023,SPX230317C03820000,110.4,0,60.6,61.4,0,0.3327,0.6813,0.0038,1790,3820.00,SPX230317P03820000,20.6,9.85,19.9,20.3,143,0.3346,-0.3189,0.0038,4967
Fri Mar 17 2023,SPXW230317C03820000,67.5,-24.8,65,65.4,12,0.3505,0.6635,0.0034,351,3820.00,SPXW230317P03820000,22.3,8.8,24.1,24.4,260,0.3508,-0.3366,0.0034,840
Fri Mar 17 2023,SPX230317C03825000,61.1,-24.2,57,57.8,13,0.3296,0.6633,0.0039,4688,3825.00,SPX230317P03825000,21.09,9.54,21.3,21.7,810,0.3314,-0.3369,0.0039,12374
Fri Mar 17 2023,SPXW230317C03825000,62.7,-25.5,61.5,61.9,23,0.3481,0.6468,0.0035,304,3825.00,SPXW230317P03825000,26.05,11.6,25.7,25.9,418,0.3474,-0.3533,0.0035,2018
Fri Mar 17 2023,SPX230317C03830000,62.8,-18.4,53.5,54.3,1,0.3265,0.6446,0.004,6572,3830.00,SPX230317P03830000,21.15,8.7,22.8,23.2,106,0.3278,-0.3555,0.004,7143
Fri Mar 17 2023,SPXW230317C03830000,64.8,-19.45,58,58.6,63,0.3454,0.6297,0.0036,133,3830.00,SPXW230317P03830000,26.84,11.34,27.3,27.6,341,0.3452,-0.3704,0.0036,1384
Fri Mar 17 2023,SPX230317C03835000,68.98,0,50.1,50.9,0,0.3231,0.6253,0.0041,7564,3835.00,SPX230317P03835000,25.2,11.75,24.4,24.9,134,0.3249,-0.3749,0.0041,7119
Fri Mar 17 2023,SPXW230317C03835000,58.2,-22.15,54.8,55.2,58,0.3428,0.6121,0.0037,243,3835.00,SPXW230317P03835000,29.6,13.05,29,29.2,150,0.3422,-0.388,0.0037,870
Fri Mar 17 2023,SPX230317C03840000,46.2,-27.1,46.8,47.5,49,0.3206,0.6052,0.0042,8434,3840.00,SPX230317P03840000,25.7,11.2,26,26.5,193,0.3219,-0.395,0.0042,10699
Fri Mar 17 2023,SPXW230317C03840000,55.5,-21.05,51.7,52,113,0.3408,0.594,0.0038,382,3840.00,SPXW230317P03840000,30.23,12.48,30.8,31.1,239,0.3402,-0.4062,0.0038,1563
Fri Mar 17 2023,SPX230317C03845000,36.5,-32.95,43.6,44.3,26,0.3172,0.5846,0.0043,7671,3845.00,SPX230317P03845000,25.9,10.3,27.8,28.3,72,0.319,-0.4156,0.0043,7932
Fri Mar 17 2023,SPXW230317C03845000,49.2,-23.65,48.6,48.8,116,0.3384,0.5754,0.0038,409,3845.00,SPXW230317P03845000,33.3,14.3,32.6,32.9,415,0.3378,-0.4248,0.0038,532
Fri Mar 17 2023,SPX230317C03850000,43.06,-22.59,40.5,41.2,744,0.3143,0.5633,0.0044,48012,3850.00,SPX230317P03850000,29,12.2,29.7,30.2,1754,0.3161,-0.4369,0.0044,49664
Fri Mar 17 2023,SPXW230317C03850000,46.1,-23.05,45.5,45.8,276,0.3357,0.5564,0.0039,515,3850.00,SPXW230317P03850000,34.36,14.01,34.6,35,1386,0.3351,-0.4438,0.0039,3813
Fri Mar 17 2023,SPX230317C03855000,40,-21.9,37.6,38.2,92,0.3122,0.5414,0.0045,6487,3855.00,SPX230317P03855000,30.94,12.84,31.8,32.3,376,0.3131,-0.4588,0.0045,7459
Fri Mar 17 2023,SPXW230317C03855000,43,-22.55,42.5,42.8,238,0.3338,0.537,0.004,362,3855.00,SPXW230317P03855000,38,16.25,36.6,36.9,245,0.3329,-0.4632,0.004,607
Fri Mar 17 2023,SPX230317C03860000,37.5,-20.85,34.8,35.3,1140,0.3091,0.519,0.0046,10809,3860.00,SPX230317P03860000,33.7,14.2,33.8,34.3,1267,0.3096,-0.4812,0.0046,12682
Fri Mar 17 2023,SPXW230317C03860000,40.07,-21.98,39.8,40.1,365,0.3312,0.5172,0.004,471,3860.00,SPXW230317P03860000,38.59,15.34,38.8,39.1,432,0.3302,-0.4829,0.004,920
Fri Mar 17 2023,SPX230317C03865000,34,-20.85,32,32.5,532,0.3059,0.4961,0.0046,9180,3865.00,SPX230317P03865000,35.9,14.9,35.9,36.6,482,0.3068,-0.5041,0.0046,10299
Fri Mar 17 2023,SPXW230317C03865000,37.5,-21.2,37.1,37.4,323,0.3285,0.4971,0.004,290,3865.00,SPXW230317P03865000,40.6,15.85,41,41.4,523,0.328,-0.503,0.004,777
Fri Mar 17 2023,SPX230317C03870000,29.8,-21.6,29.3,29.8,113,0.303,0.4729,0.0046,6674,3870.00,SPX230317P03870000,34.8,12.2,38.4,39.2,51,0.3039,-0.5273,0.0046,7939
Fri Mar 17 2023,SPXW230317C03870000,34.9,-20.45,34.4,34.8,299,0.3267,0.4768,0.0041,244,3870.00,SPXW230317P03870000,42.35,15.95,43.4,44.3,305,0.3262,-0.5233,0.0041,7444
Fri Mar 17 2023,SPX230317C03875000,27.4,-20.7,26.8,27.3,257,0.3004,0.4493,0.0047,13304,3875.00,SPX230317P03875000,40.2,16,40.8,41.5,268,0.3017,-0.5509,0.0047,16446
Fri Mar 17 2023,SPXW230317C03875000,34.7,-17.45,32,32.2,235,0.324,0.4562,0.0041,487,3875.00,SPXW230317P03875000,45.72,17.52,45.8,46.8,341,0.3235,-0.5439,0.0041,1588
Fri Mar 17 2023,SPX230317C03880000,24.6,-20.3,24.5,24.9,79,0.2975,0.4254,0.0047,5617,3880.00,SPX230317P03880000,39.49,13.44,43.4,44.3,134,0.2989,-0.5748,0.0047,6265
Fri Mar 17 2023,SPXW230317C03880000,29.7,-19.2,29.6,29.8,438,0.3217,0.4355,0.0041,598,3880.00,SPXW230317P03880000,48.14,18.09,48.5,48.9,291,0.3216,-0.5646,0.0041,1061
Fri Mar 17 2023,SPX230317C03885000,25,-16.75,22.2,22.6,98,0.2945,0.4014,0.0046,3111,3885.00,SPX230317P03885000,47.04,19.14,46.1,46.9,14,0.2964,-0.5988,0.0046,3731
Fri Mar 17 2023,SPXW230317C03885000,27.1,-18.75,27.3,27.6,173,0.3193,0.4146,0.0041,244,3885.00,SPXW230317P03885000,46.1,14.1,51.2,51.6,149,0.3188,-0.5855,0.0041,1063
Fri Mar 17 2023,SPX230317C03890000,20.2,-18.5,20.1,20.5,291,0.2921,0.3774,0.0046,8650,3890.00,SPX230317P03890000,45.3,15.4,49,49.8,60,0.2936,-0.6228,0.0046,11754
Fri Mar 17 2023,SPXW230317C03890000,25.2,-17.75,25.1,25.3,383,0.3169,0.3938,0.004,1611,3890.00,SPXW230317P03890000,53.67,19.67,54,54.4,175,0.3164,-0.6063,0.004,6293
Fri Mar 17 2023,SPX230317C03895000,20,-15.9,18.1,18.5,163,0.2895,0.3534,0.0046,3784,3895.00,SPX230317P03895000,48.6,16.5,51.9,53,26,0.2906,-0.6468,0.0046,4135
Fri Mar 17 2023,SPXW230317C03895000,23.6,-16.4,23,23.2,195,0.3144,0.3729,0.004,312,3895.00,SPXW230317P03895000,57.8,21.7,56.9,57.3,36,0.3139,-0.6272,0.004,1265
Fri Mar 17 2023,SPX230317C03900000,16.8,-16.3,16.2,16.6,5595,0.2867,0.3295,0.0045,47192,3900.00,SPX230317P03900000,53.95,19.7,55,55.9,5179,0.2878,-0.6707,0.0045,60096
Fri Mar 17 2023,SPXW230317C03900000,21.5,-15.7,21,21.3,2003,0.3122,0.3522,0.004,3145,3900.00,SPXW230317P03900000,59.14,20.79,59.8,60.4,559,0.3118,-0.6479,0.004,7960
Fri Mar 17 2023,SPX230317C03905000,14.7,-15.75,14.4,14.8,81,0.2841,0.306,0.0044,5054,3905.00,SPX230317P03905000,62.77,26.17,58.3,59.3,4,0.2852,-0.6942,0.0044,5565
Fri Mar 17 2023,SPXW230317C03905000,18.94,-15.61,19.1,19.4,464,0.3091,0.3316,0.0039,259,3905.00,SPXW230317P03905000,62.2,21.5,63,63.4,46,0.3096,-0.6685,0.0039,587
Fri Mar 17 2023,SPX230317C03910000,14,-13.9,12.8,13.2,157,0.2812,0.2828,0.0043,7237,3910.00,SPX230317P03910000,65.32,26.17,61.6,62.5,7,0.2829,-0.7174,0.0043,7146
Fri Mar 17 2023,SPXW230317C03910000,17.35,-14.7,17.3,17.6,392,0.3068,0.3112,0.0038,789,3910.00,SPXW230317P03910000,64.39,21.29,66.2,66.6,73,0.3064,-0.6889,0.0038,874
Fri Mar 17 2023,SPX230317C03915000,12.4,-13.15,11.3,11.7,110,0.2792,0.2601,0.0041,7866,3915.00,SPX230317P03915000,65,23.35,65.2,66.2,9,0.2804,-0.7401,0.0041,8229
Fri Mar 17 2023,SPXW230317C03915000,15.73,-13.77,15.6,15.9,279,0.3045,0.2912,0.0037,416,3915.00,SPXW230317P03915000,77,31.3,69,70.5,50,0.305,-0.709,0.0037,341
Fri Mar 17 2023,SPX230317C03920000,10.5,-12.75,9.9,10.3,459,0.2764,0.2381,0.004,6443,3920.00,SPX230317P03920000,63.1,18.7,65.9,70.7,45,0.2754,-0.7621,0.004,7261
Fri Mar 17 2023,SPXW230317C03920000,14.3,-12.9,14.1,14.3,963,0.302,0.2715,0.0036,464,3920.00,SPXW230317P03920000,68.46,20.11,72.5,73.9,69,0.3026,-0.7287,0.0036,1203
Fri Mar 17 2023,SPX230317C03925000,8.9,-12.15,8.7,9,1141,0.274,0.2168,0.0038,12116,3925.00,SPX230317P03925000,70.95,23.75,68.3,75.1,71,0.2766,-0.7834,0.0038,14948
Fri Mar 17 2023,SPXW230317C03925000,12.68,-12.27,12.6,12.8,566,0.2996,0.2521,0.0035,720,3925.00,SPXW230317P03925000,73,22.05,76,77.4,49,0.3007,-0.748,0.0035,962
Fri Mar 17 2023,SPX230317C03930000,7.8,-11.15,7.5,7.8,691,0.2714,0.1963,0.0036,9303,3930.00,SPX230317P03930000,74.51,24.41,72.1,78.9,1,0.2742,-0.8039,0.0036,10159
Fri Mar 17 2023,SPXW230317C03930000,11.8,-11.05,11.2,11.5,691,0.297,0.2333,0.0034,824,3930.00,SPXW230317P03930000,76.8,22.8,79.6,81,69,0.2982,-0.7668,0.0034,1147
Fri Mar 17 2023,SPX230317C03935000,8.4,-8.7,6.5,6.8,75,0.2686,0.1768,0.0034,6222,3935.00,SPX230317P03935000,79.45,26.2,76.1,82.8,21,0.273,-0.8234,0.0034,6221
Fri Mar 17 2023,SPXW230317C03935000,10,-10.85,10,10.2,681,0.295,0.215,0.0033,501,3935.00,SPXW230317P03935000,93.63,36.68,83.3,85.1,25,0.2963,-0.7851,0.0033,589
Fri Mar 17 2023,SPX230317C03940000,5.8,-9.4,5.6,5.9,221,0.2649,0.1583,0.0032,6823,3940.00,SPX230317P03940000,79,22.6,80.3,86.8,516,0.2712,-0.8419,0.0032,6747
Fri Mar 17 2023,SPXW230317C03940000,10.4,-8.5,8.8,9.1,582,0.2925,0.1972,0.0032,1728,3940.00,SPXW230317P03940000,84.77,24.67,87.2,88.8,109,0.2939,-0.8029,0.0032,747
Fri Mar 17 2023,SPX230317C03945000,5.7,-7.9,4.7,5,143,0.2635,0.141,0.003,8772,3945.00,SPX230317P03945000,79.95,20.4,84.5,90.9,1,0.2678,-0.8592,0.003,9056
Fri Mar 17 2023,SPXW230317C03945000,9.1,-8,7.8,8,226,0.29,0.1801,0.003,618,3945.00,SPXW230317P03945000,90.27,26.97,91.1,92.6,21,0.2908,-0.82,0.003,372
Fri Mar 17 2023,SPX230317C03950000,4.6,-7.4,4,4.3,2437,0.2615,0.1249,0.0028,50902,3950.00,SPX230317P03950000,84.57,21.47,88.8,95.1,140,0.2679,-0.8753,0.0028,57663
Fri Mar 17 2023,SPXW230317C03950000,7.1,-8.3,6.8,7,2938,0.2876,0.1637,0.0028,1563,3950.00,SPXW230317P03950000,91.93,25.33,95.1,96.8,49,0.2885,-0.8364,0.0028,2134
Fri Mar 17 2023,SPX230317C03955000,3.4,-7.15,3.4,3.6,312,0.2597,0.11,0.0026,8415,3955.00,SPX230317P03955000,95.9,29.3,93.1,99.5,38,0.2668,-0.8902,0.0026,8264
Fri Mar 17 2023,SPXW230317C03955000,5.9,-7.9,5.9,6.2,317,0.2854,0.1481,0.0027,809,3955.00,SPXW230317P03955000,103.21,33.21,99.2,101,50,0.2856,-0.852,0.0027,437
Fri Mar 17 2023,SPX230317C03960000,3,-6.25,2.9,3.1,99,0.2574,0.0965,0.0024,8953,3960.00,SPX230317P03960000,92.61,22.31,97.6,105.3,7,0.2631,-0.9037,0.0023,9878
Fri Mar 17 2023,SPXW230317C03960000,5.49,-6.91,5.2,5.4,662,0.2833,0.1333,0.0025,854,3960.00,SPXW230317P03960000,95.16,21.61,103.3,105.4,21,0.2836,-0.8668,0.0025,854
Fri Mar 17 2023,SPX230317C03965000,2.61,-5.54,2.45,2.6,37,0.2562,0.0843,0.0021,10134,3965.00,SPX230317P03965000,106.34,32.14,102.1,110.3,10,0.2642,-0.9159,0.0021,9878
Fri Mar 17 2023,SPXW230317C03965000,4.55,-6.45,4.4,4.7,444,0.28,0.1194,0.0024,1002,3965.00,SPXW230317P03965000,119.9,42.75,107.3,109.5,51,0.2812,-0.8808,0.0024,421
Fri Mar 17 2023,SPX230317C03970000,2.35,-4.7,2.05,2.2,419,0.2554,0.0734,0.0019,8121,3970.00,SPX230317P03970000,118.55,40.45,106.7,115.1,22,0.2643,-0.9268,0.0019,8419
Fri Mar 17 2023,SPXW230317C03970000,3.89,-5.91,3.8,4,491,0.2788,0.1064,0.0022,1003,3970.00,SPXW230317P03970000,107.36,26.46,111.5,114.5,76,0.2792,-0.8937,0.0022,550
Fri Mar 17 2023,SPX230317C03975000,1.85,-4.25,1.75,1.9,688,0.2546,0.0638,0.0017,13475,3975.00,SPX230317P03975000,113.15,31,111.4,120.5,12,0.276,-0.9364,0.0017,13396
Fri Mar 17 2023,SPXW230317C03975000,3.5,-5.1,3.3,3.5,684,0.2763,0.0945,0.002,2780,3975.00,SPXW230317P03975000,117.16,32.36,115.9,119,61,0.2778,-0.9057,0.002,1201
Fri Mar 17 2023,SPX230317C03980000,1.6,-3.65,1.45,1.6,73,0.2539,0.0554,0.0016,9612,3980.00,SPX230317P03980000,127.5,41.2,116.1,125.3,6,0.2775,-0.9448,0.0016,9940
Fri Mar 17 2023,SPXW230317C03980000,2.87,-4.73,2.85,2.95,750,0.2752,0.0835,0.0019,1324,3980.00,SPXW230317P03980000,124.83,36.13,120.4,123.5,6,0.2762,-0.9166,0.0019,1496
Fri Mar 17 2023,SPX230317C03985000,1.45,-3.05,1.25,1.35,566,0.2535,0.048,0.0014,10009,3985.00,SPX230317P03985000,127.6,37,120.9,130,1,0.2736,-0.9522,0.0014,9829
Fri Mar 17 2023,SPXW230317C03985000,2.8,-3.85,2.4,2.55,312,0.2739,0.0736,0.0017,730,3985.00,SPXW230317P03985000,124.73,31.93,125,128,1,0.2745,-0.9265,0.0017,341
Fri Mar 17 2023,SPX230317C03990000,1.12,-2.78,1.05,1.15,240,0.2537,0.0416,0.0012,13116,3990.00,SPX230317P03990000,137,42,125.6,134.9,15,0.2775,-0.9586,0.0012,15518
Fri Mar 17 2023,SPXW230317C03990000,2.2,-3.6,2.05,2.2,617,0.272,0.0648,0.0015,1509,3990.00,SPXW230317P03990000,129.52,32.57,129.6,132.7,15,0.2726,-0.9354,0.0015,826
Fri Mar 17 2023,SPX230317C03995000,0.97,-2.33,0.9,1,19,0.255,0.0361,0.0011,9712,3995.00,SPX230317P03995000,143,43.5,130.5,139.2,4,0.2661,-0.9641,0.0011,9866
Fri Mar 17 2023,SPXW230317C03995000,2.08,-2.92,1.75,1.9,141,0.2716,0.0568,0.0014,608,3995.00,SPXW230317P03995000,140.18,38.88,134.3,137.3,4,0.2708,-0.9433,0.0014,378
Fri Mar 17 2023,SPX230317C04000000,0.8,-2.025,0.75,0.9,3116,0.2566,0.0313,0.001,120697,4000.00,SPX230317P04000000,140.92,36.92,135.3,144.5,95,0.2839,-0.9689,0.001,123321
Fri Mar 17 2023,SPXW230317C04000000,1.6,-2.8,1.5,1.6,1883,0.27,0.0499,0.0013,9997,4000.00,SPXW230317P04000000,129.39,23.84,140,141.4,124,0.2741,-0.9503,0.0013,4945
Fri Mar 17 2023,SPX230317C04005000,0.8,-1.625,0.65,0.75,277,0.2573,0.0273,0.0009,7906,4005.00,SPX230317P04005000,157.56,49.36,140.2,148.9,5,0.2821,-0.9729,0.0009,8256
Fri Mar 17 2023,SPXW230317C04005000,1.34,-2.46,1.3,1.4,127,0.2706,0.0437,0.0011,583,4005.00,SPXW230317P04005000,142.1,32.1,143.8,146.9,55,0.2698,-0.9564,0.0011,383
Fri Mar 17 2023,SPX230317C04010000,0.72,-1.33,0.55,0.65,89,0.2586,0.0238,0.0008,11066,4010.00,SPX230317P04010000,152.77,39.32,145.1,153.8,1,0.2857,-0.9764,0.0008,11418
Fri Mar 17 2023,SPXW230317C04010000,1.15,-2.15,1.1,1.2,262,0.2703,0.0384,0.001,907,4010.00,SPXW230317P04010000,156.68,41.98,148.6,151.7,12,0.2695,-0.9618,0.001,408
Fri Mar 17 2023,SPX230317C04015000,0.57,-1.18,0.45,0.6,38,0.2607,0.0208,0.0007,12450,4015.00,SPX230317P04015000,92.42,0,150,159.2,0,0.2958,-0.9794,0.0007,12461
Fri Mar 17 2023,SPXW230317C04015000,1,-1.825,0.95,1.05,213,0.27,0.0337,0.0009,661,4015.00,SPXW230317P04015000,151.76,32.76,153.4,156.5,6,0.2704,-0.9664,0.0009,350
Fri Mar 17 2023,SPX230317C04020000,0.45,-1.05,0.4,0.55,69,0.262,0.0182,0.0006,10024,4020.00,SPX230317P04020000,119.29,0,154.9,164.1,0,0.3014,-0.982,0.0006,9938
Fri Mar 17 2023,SPXW230317C04020000,0.88,-1.57,0.8,0.9,357,0.2712,0.0297,0.0008,830,4020.00,SPXW230317P04020000,153.44,29.74,158.3,161.4,4,0.2703,-0.9705,0.0008,837
Fri Mar 17 2023,SPX230317C04025000,0.39,-0.885,0.35,0.45,544,0.2625,0.016,0.0005,12206,4025.00,SPX230317P04025000,131.28,0,159.9,169.1,0,0.3017,-0.9842,0.0005,12303
Fri Mar 17 2023,SPXW230317C04025000,0.74,-1.36,0.7,0.8,233,0.27,0.0262,0.0007,1840,4025.00,SPXW230317P04025000,161.46,33.16,163.1,166.2,4,0.2691,-0.974,0.0007,2539
Fri Mar 17 2023,SPX230317C04030000,0.4,-0.675,0.3,0.4,38,0.2644,0.0142,0.0005,10528,4030.00,SPX230317P04030000,169.7,38.45,164.8,174,77,0.3144,-0.986,0.0005,9203
Fri Mar 17 2023,SPXW230317C04030000,0.65,-1.15,0.6,0.7,165,0.2708,0.0231,0.0007,2883,4030.00,SPXW230317P04030000,107.37,0,168,171.1,0,0.2698,-0.977,0.0007,640
Fri Mar 17 2023,SPX230317C04035000,0.35,-0.575,0.25,0.35,41,0.2656,0.0126,0.0004,8866,4035.00,SPX230317P04035000,131.7,0,169.8,178.5,0,0.3113,-0.9876,0.0004,7619
Fri Mar 17 2023,SPXW230317C04035000,0.55,-1,0.5,0.65,172,0.2741,0.0205,0.0006,768,4035.00,SPXW230317P04035000,171.1,33.3,172.9,176,55,0.2696,-0.9796,0.0006,258
Fri Mar 17 2023,SPX230317C04040000,0.3,-0.5,0.25,0.35,122,0.2721,0.0112,0.0004,9744,4040.00,SPX230317P04040000,163.8,0,174.7,183.9,0,0.3188,-0.989,0.0004,9084
Fri Mar 17 2023,SPXW230317C04040000,0.55,-0.8,0.45,0.55,137,0.2733,0.0182,0.0005,971,4040.00,SPXW230317P04040000,180.89,38.39,177.9,180.9,1,0.2724,-0.9819,0.0005,915
Fri Mar 17 2023,SPX230317C04045000,0.3,-0.4,0.2,0.3,13,0.2722,0.01,0.0004,8493,4045.00,SPX230317P04045000,193.59,47.59,179.7,188.9,13,0.3262,-0.9902,0.0004,8482
Fri Mar 17 2023,SPXW230317C04045000,0.45,-0.7,0.4,0.5,304,0.2756,0.0162,0.0005,800,4045.00,SPXW230317P04045000,183.27,35.87,182.8,185.9,8,0.2702,-0.9839,0.0005,207
Fri Mar 17 2023,SPX230317C04050000,0.23,-0.37,0.2,0.3,562,0.2786,0.009,0.0003,35494,4050.00,SPX230317P04050000,190.69,38.94,184.7,193.9,11,0.3335,-0.9912,0.0003,35993
Fri Mar 17 2023,SPXW230317C04050000,0.4,-0.6,0.35,0.45,341,0.2774,0.0145,0.0004,2800,4050.00,SPXW230317P04050000,188.18,36.03,187.8,190.8,7,0.266,-0.9856,0.0004,2246
Fri Mar 17 2023,SPX230317C04055000,0.2,-0.3,0.15,0.25,211,0.2774,0.0081,0.0003,7265,4055.00,SPX230317P04055000,172.27,0,189.7,198.4,0,0.3346,-0.992,0.0003,7704
Fri Mar 17 2023,SPXW230317C04055000,0.4,-0.45,0.3,0.4,39,0.2786,0.0131,0.0004,2242,4055.00,SPXW230317P04055000,127.13,0,192.7,195.8,0,0.2722,-0.9871,0.0004,599
Fri Mar 17 2023,SPX230317C04060000,0.25,-0.2,0.15,0.25,36,0.2835,0.0074,0.0003,18285,4060.00,SPX230317P04060000,186.94,25.29,194.6,203.8,29,0.3482,-0.9928,0.0003,15356
Fri Mar 17 2023,SPXW230317C04060000,0.32,-0.43,0.25,0.35,96,0.2791,0.0118,0.0004,1989,4060.00,SPXW230317P04060000,132.47,0,197.7,200.7,0,0.2784,-0.9883,0.0004,353
Fri Mar 17 2023,SPX230317C04065000,0.17,-0.23,0.1,0.25,38,0.2852,0.0068,0.0002,10415,4065.00,SPX230317P04065000,165.36,0,199.6,208.8,0,0.3523,-0.9934,0.0002,10597
Fri Mar 17 2023,SPXW230317C04065000,0.32,-0.33,0.25,0.35,106,0.2851,0.0107,0.0003,584,4065.00,SPXW230317P04065000,168.25,0,202.7,205.7,0,0.2706,-0.9895,0.0003,177
Fri Mar 17 2023,SPX230317C04070000,0.15,-0.2,0.1,0.2,108,0.2863,0.0062,0.0002,9255,4070.00,SPX230317P04070000,184,0,204.6,213.3,0,0.3527,-0.994,0.0002,9100
Fri Mar 17 2023,SPXW230317C04070000,0.27,-0.28,0.2,0.3,104,0.2846,0.0097,0.0003,1000,4070.00,SPXW230317P04070000,206.78,35.03,207.6,210.6,8,0.2765,-0.9904,0.0003,372
Fri Mar 17 2023,SPX230317C04075000,0.15,-0.15,0.1,0.2,9,0.2922,0.0057,0.0002,11443,4075.00,SPX230317P04075000,207.24,31.64,209.6,218.8,44,0.37,-0.9945,0.0002,11016
Fri Mar 17 2023,SPXW230317C04075000,0.22,-0.28,0.2,0.25,141,0.2868,0.0088,0.0003,1520,4075.00,SPXW230317P04075000,207.29,30.59,212.6,215.6,4,0.2615,-0.9913,0.0003,379
Fri Mar 17 2023,SPX230317C04080000,0.2,-0.075,0.1,0.2,11,0.2982,0.0053,0.0002,9485,4080.00,SPX230317P04080000,220.54,40.09,214.6,223.3,11,0.3668,-0.9949,0.0002,9141
Fri Mar 17 2023,SPXW230317C04080000,0.25,-0.2,0.15,0.25,52,0.2885,0.0081,0.0002,1136,4080.00,SPXW230317P04080000,215.27,33.62,217.9,220.6,20,0.2673,-0.992,0.0002,595
Fri Mar 17 2023,SPX230317C04085000,0.15,-0.1,0.05,0.2,9,0.2982,0.0049,0.0002,7815,4085.00,SPX230317P04085000,224.5,0,219.6,228.8,0,0.3844,-0.9953,0.0002,7774
Fri Mar 17 2023,SPXW230317C04085000,0.25,-0.15,0.15,0.25,13,0.2942,0.0074,0.0002,706,4085.00,SPXW230317P04085000,199.2,0,222.9,225.6,0,0.273,-0.9927,0.0002,169
Fri Mar 17 2023,SPX230317C04090000,0.13,-0.07,0.05,0.15,51,0.297,0.0046,0.0002,7091,4090.00,SPX230317P04090000,234.2,43.1,224.6,233.8,4,0.3881,-0.9956,0.0002,6762
Fri Mar 17 2023,SPXW230317C04090000,0.2,-0.15,0.15,0.2,26,0.2953,0.0068,0.0002,741,4090.00,SPXW230317P04090000,202.27,0,227.9,230.5,0,0.2788,-0.9933,0.0002,271
Fri Mar 17 2023,SPX230317C04095000,0.11,-0.09,0.05,0.15,1,0.3026,0.0043,0.0001,4611,4095.00,SPX230317P04095000,180.78,0,229.6,238.3,0,0.384,-0.9959,0.0001,4364
Fri Mar 17 2023,SPXW230317C04095000,0.2,-0.1,0.15,0.2,22,0.3009,0.0063,0.0002,429,4095.00,SPXW230317P04095000,209.97,0,232.9,235.5,0,0.2668,-0.9938,0.0002,111
Fri Mar 17 2023,SPX230317C04100000,0.1,-0.1,0.05,0.15,129,0.3083,0.004,0.0001,44219,4100.00,SPX230317P04100000,231.09,29.74,234.6,243.8,33,0.3948,-0.9962,0.0001,39748
Fri Mar 17 2023,SPXW230317C04100000,0.15,-0.125,0.1,0.2,82,0.3013,0.0059,0.0002,3285,4100.00,SPXW230317P04100000,238.6,37.15,237.9,240.5,47,0.2725,-0.9942,0.0002,567
Fri Mar 17 2023,SPX230317C04105000,0.1,-0.05,0.05,0.15,2,0.314,0.0038,0.0001,6900,4105.00,SPX230317P04105000,182.08,0,239.6,248.3,0,0.3978,-0.9964,0.0001,7069
Fri Mar 17 2023,SPXW230317C04105000,0.15,-0.1,0.1,0.15,2,0.3008,0.0055,0.0002,347,4105.00,SPXW230317P04105000,245.6,39.25,242.8,245.5,9,0.2338,-0.9946,0.0002,168
Fri Mar 17 2023,SPX230317C04110000,0.09,-0.06,0.05,0.15,8,0.3196,0.0036,0.0001,5553,4110.00,SPX230317P04110000,229.62,0,244.5,253.3,0,0.4047,-0.9966,0.0001,4690
Fri Mar 17 2023,SPXW230317C04110000,0.15,-0.075,0.1,0.15,23,0.3062,0.0051,0.0002,1082,4110.00,SPXW230317P04110000,249.4,38.05,247.8,250.5,10,0.2414,-0.995,0.0002,1355
Fri Mar 17 2023,SPX230317C04115000,0.1,0,0.05,0.15,0,0.3252,0.0034,0.0001,4782,4115.00,SPX230317P04115000,200.67,0,249.5,258.4,0,0.4156,-0.9968,0.0001,4832
Fri Mar 17 2023,SPXW230317C04115000,0.2,0,0.1,0.15,0,0.3116,0.0048,0.0001,1024,4115.00,SPXW230317P04115000,224.02,0,252.8,255.5,0,0.2486,-0.9953,0.0001,190
Fri Mar 17 2023,SPX230317C04120000,0.1,-0.025,0,0.15,6,0.3216,0.0033,0.0001,7637,4120.00,SPX230317P04120000,157.73,0,254.5,263.2,0,0.4048,-0.9969,0.0001,6778
